Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Roefs,Sunderland,GKP,4.9,93,OK,18.98,20.0,1.0,93.0,SUN,1130.8,1183.8,1183.8,0.08
Pickford,Everton,GKP,5.6,87,OK,15.54,19.0,1.0,87.0,EVE,1119.4666666666667,1153.3333333333335,1153.3333333333335,0.08
Raya,Arsenal,GKP,6.0,80,OK,13.33,12.0,1.0,80.0,ARS,1151.5333333333333,1208.2666666666667,1208.2666666666667,0.07
Vicario,Spurs,GKP,4.8,74,OK,15.42,15.0,1.0,74.0,TOT,1141.9333333333334,1172.1333333333334,1172.1333333333334,0.06
Sánchez,Chelsea,GKP,4.9,72,DOUBT,14.69,9.0,1.0,72.0,CHE,1136.3999999999999,1172.0666666666668,1172.0666666666668,0.06
Henderson,Crystal Palace,GKP,5.1,72,OK,14.12,8.0,1.0,72.0,CRY,1161.0,1188.2666666666667,1188.2666666666667,0.06
Kelleher,Brentford,GKP,4.5,68,OK,15.11,25.0,1.0,68.0,BRE,1156.9999999999998,1159.9333333333334,1159.9333333333334,0.06
Donnarumma,Man City,GKP,5.7,68,OK,11.93,18.0,1.0,68.0,MCI,1133.533333333333,1193.1333333333334,1193.1333333333334,0.06
Verbruggen,Brighton,GKP,4.5,65,OK,14.44,20.0,1.0,65.0,BHA,1163.6,1238.6,1238.6,0.05
Martinez,Aston Villa,GKP,5.0,63,OK,12.6,9.0,1.0,63.0,AVL,1166.6,1184.9999999999998,1184.9999999999998,0.05
Pope,Newcastle,GKP,5.1,63,OK,12.35,63.0,1.0,63.0,NEW,1117.3333333333333,1170.6,1170.6,0.05
Leno,Fulham,GKP,4.9,61,OK,12.45,16.0,1.0,61.0,FUL,1144.3333333333333,1197.0000000000002,1197.0000000000002,0.05
Dúbravka,Burnley,GKP,4.0,60,OK,15.0,16.0,1.0,60.0,BUR,1149.0000000000002,1220.8,1220.8,0.05
Petrović,Bournemouth,GKP,4.5,56,OK,12.44,3.0,1.0,56.0,BOU,1147.8666666666666,1202.1333333333334,1202.1333333333334,0.05
A.Becker,Liverpool,GKP,5.4,52,OK,9.63,13.0,1.0,52.0,LIV,1213.6666666666667,1226.6666666666665,1226.6666666666665,0.04
Perri,Leeds,GKP,4.5,42,OK,9.33,15.0,1.0,42.0,LEE,1175.1333333333334,1173.5333333333333,1173.5333333333333,0.04
Areola,West Ham,GKP,4.3,42,OK,9.77,9.0,1.0,42.0,WHU,1147.0,1153.6000000000001,1153.6000000000001,0.04
Sels,Nott'm Forest,GKP,4.6,41,OK,8.91,1.0,1.0,41.0,NFO,1163.1333333333334,1178.9333333333332,1178.9333333333332,0.03
Lammens,Man Utd,GKP,5.0,40,OK,8.0,15.0,1.0,40.0,MUN,1192.9333333333334,1205.3999999999999,1205.3999999999999,0.03
Johnstone,Wolves,GKP,4.4,21,OK,4.77,0.0,1.0,21.0,WOL,1174.0666666666668,1218.2666666666667,1218.2666666666667,0.02
Mamardashvili,Liverpool,GKP,4.2,19,OK,4.52,0.0,1.0,19.0,LIV,1213.6666666666667,1226.6666666666665,1226.6666666666665,0.02
José Sá,Wolves,GKP,4.2,18,OK,4.29,13.0,1.0,18.0,WOL,1174.0666666666668,1218.2666666666667,1218.2666666666667,0.01
Trafford,Man City,GKP,4.5,11,OK,2.44,0.0,1.0,11.0,MCI,1133.533333333333,1193.1333333333334,1193.1333333333334,0.01
Bayindir,Man Utd,GKP,4.8,11,OK,2.29,0.0,1.0,11.0,MUN,1192.9333333333334,1205.3999999999999,1205.3999999999999,0.01
Ramsdale,Newcastle,GKP,4.8,11,OK,2.29,4.0,1.0,11.0,NEW,1117.3333333333333,1170.6,1170.6,0.01
John,Nott'm Forest,GKP,4.0,11,DOUBT,2.75,5.0,1.0,11.0,NFO,1163.1333333333334,1178.9333333333332,1178.9333333333332,0.01
Darlow,Leeds,GKP,3.9,10,OK,2.56,0.0,1.0,10.0,LEE,1175.1333333333334,1173.5333333333333,1173.5333333333333,0.01
M.Bizot,Aston Villa,GKP,4.2,9,OK,2.14,0.0,1.0,9.0,AVL,1166.6,1184.9999999999998,1184.9999999999998,0.01
Hermansen,West Ham,GKP,4.2,9,OK,2.14,0.0,1.0,9.0,WHU,1147.0,1153.6000000000001,1153.6000000000001,0.01
Jörgensen,Chelsea,GKP,4.3,3,OK,0.7,2.0,1.0,3.0,CHE,1136.3999999999999,1172.0666666666668,1172.0666666666668,0.0
Gabriel,Arsenal,DEF,6.6,106,OK,16.06,106.0,1.0,106.0,ARS,1151.5333333333333,1208.2666666666667,1208.2666666666667,0.09
Chalobah,Chelsea,DEF,5.3,99,OK,18.68,99.0,1.0,99.0,CHE,1136.3999999999999,1172.0666666666668,1172.0666666666668,0.08
Guéhi,Crystal Palace,DEF,4.6,99,OK,21.52,7.0,1.0,99.0,CRY,1161.0,1188.2666666666667,1188.2666666666667,0.08
J.Timber,Arsenal,DEF,5.6,98,OK,17.5,18.0,1.0,98.0,ARS,1151.5333333333333,1208.2666666666667,1208.2666666666667,0.08
Tarkowski,Everton,DEF,5.6,96,DOUBT,17.14,22.0,1.0,96.0,EVE,1119.4666666666667,1153.3333333333335,1153.3333333333335,0.08
Rúben,Man City,DEF,5.7,95,OK,16.67,20.0,1.0,95.0,MCI,1133.533333333333,1193.1333333333334,1193.1333333333334,0.08
Matheus N.,Man City,DEF,5.4,92,OK,17.04,24.0,1.0,92.0,MCI,1133.533333333333,1193.1333333333334,1193.1333333333334,0.08
Keane,Everton,DEF,4.8,91,OK,18.96,14.0,1.0,91.0,EVE,1119.4666666666667,1153.3333333333335,1153.3333333333335,0.08
Mukiele,Sunderland,DEF,4.3,89,OK,20.7,25.0,1.0,89.0,SUN,1130.8,1183.8,1183.8,0.08
Van de Ven,Spurs,DEF,4.5,85,OK,18.89,20.0,1.0,85.0,TOT,1141.9333333333334,1172.1333333333334,1172.1333333333334,0.07
Senesi,Bournemouth,DEF,4.6,82,OK,17.83,10.0,1.0,82.0,BOU,1147.8666666666666,1202.1333333333334,1202.1333333333334,0.07
James,Chelsea,DEF,5.7,81,OK,14.21,14.0,1.0,81.0,CHE,1136.3999999999999,1172.0666666666668,1172.0666666666668,0.07
Cash,Aston Villa,DEF,4.8,81,OK,16.88,8.0,1.0,81.0,AVL,1166.6,1184.9999999999998,1184.9999999999998,0.07
Mitchell,Crystal Palace,DEF,5.0,79,OK,15.8,8.0,1.0,79.0,CRY,1161.0,1188.2666666666667,1188.2666666666667,0.07
Gvardiol,Man City,DEF,6.1,77,OK,12.62,16.0,1.0,77.0,MCI,1133.533333333333,1193.1333333333334,1193.1333333333334,0.06
Collins,Brentford,DEF,4.9,76,DOUBT,15.51,31.0,1.0,76.0,BRE,1156.9999999999998,1159.9333333333334,1159.9333333333334,0.07
Thiaw,Newcastle,DEF,5.1,76,OK,14.9,24.0,1.0,76.0,NEW,1117.3333333333333,1170.6,1170.6,0.06
Ballard,Sunderland,DEF,4.6,76,OK,16.52,10.0,1.0,76.0,SUN,1130.8,1183.8,1183.8,0.06
Alderete,Sunderland,DEF,4.1,76,OK,18.54,19.0,1.0,76.0,SUN,1130.8,1183.8,1183.8,0.06
Andersen,Fulham,DEF,4.6,74,OK,16.09,18.0,1.0,74.0,FUL,1144.3333333333333,1197.0000000000002,1197.0000000000002,0.06
Pedro Porro,Spurs,DEF,5.2,74,OK,14.23,21.0,1.0,74.0,TOT,1141.9333333333334,1172.1333333333334,1172.1333333333334,0.06
Virgil,Liverpool,DEF,5.9,73,DOUBT,12.37,11.0,1.0,73.0,LIV,1213.6666666666667,1226.6666666666665,1226.6666666666665,0.06
Cucurella,Chelsea,DEF,6.1,72,DOUBT,11.8,3.0,1.0,72.0,CHE,1136.3999999999999,1172.0666666666668,1172.0666666666668,0.06
Konaté,Liverpool,DEF,5.4,72,OK,13.33,11.0,1.0,72.0,LIV,1213.6666666666667,1226.6666666666665,1226.6666666666665,0.06
Gusto,Chelsea,DEF,5.0,71,OK,14.2,3.0,1.0,71.0,CHE,1136.3999999999999,1172.0666666666668,1172.0666666666668,0.06
Romero,Spurs,DEF,5.0,70,OK,14.0,11.0,1.0,70.0,TOT,1141.9333333333334,1172.1333333333334,1172.1333333333334,0.06
Truffert,Bournemouth,DEF,4.5,66,OK,14.67,10.0,1.0,66.0,BOU,1147.8666666666666,1202.1333333333334,1202.1333333333334,0.05
O'Brien,Everton,DEF,4.9,65,OK,13.27,16.0,1.0,65.0,EVE,1119.4666666666667,1153.3333333333335,1153.3333333333335,0.06
Tete,Fulham,DEF,4.5,65,OK,14.44,16.0,1.0,65.0,FUL,1144.3333333333333,1197.0000000000002,1197.0000000000002,0.05
Hume,Sunderland,DEF,4.5,64,OK,14.22,18.0,1.0,64.0,SUN,1130.8,1183.8,1183.8,0.05
Dalot,Man Utd,DEF,4.4,62,OK,14.09,15.0,1.0,62.0,MUN,1192.9333333333334,1205.3999999999999,1205.3999999999999,0.05
Lewis-Potter,Brentford,DEF,4.9,59,OK,12.04,59.0,1.0,59.0,BRE,1156.9999999999998,1159.9333333333334,1159.9333333333334,0.05
Kayode,Brentford,DEF,4.5,57,OK,12.67,57.0,1.0,57.0,BRE,1156.9999999999998,1159.9333333333334,1159.9333333333334,0.05
Struijk,Leeds,DEF,4.3,56,OK,13.02,56.0,1.0,56.0,LEE,1175.1333333333334,1173.5333333333333,1173.5333333333333,0.05
Digne,Aston Villa,DEF,4.5,55,OK,12.22,3.0,1.0,55.0,AVL,1166.6,1184.9999999999998,1184.9999999999998,0.05
Konsa,Aston Villa,DEF,4.4,55,OK,12.5,8.0,1.0,55.0,AVL,1166.6,1184.9999999999998,1184.9999999999998,0.05
N.Williams,Nott'm Forest,DEF,4.7,55,OK,11.7,5.0,1.0,55.0,NFO,1163.1333333333334,1178.9333333333332,1178.9333333333332,0.05
Saliba,Arsenal,DEF,5.9,54,OK,9.15,11.0,1.0,54.0,ARS,1151.5333333333333,1208.2666666666667,1208.2666666666667,0.04
F.Kadıoğlu,Brighton,DEF,4.4,54,OK,12.27,54.0,1.0,54.0,BHA,1163.6,1238.6,1238.6,0.04
Mykolenko,Everton,DEF,4.9,54,OK,11.02,15.0,1.0,54.0,EVE,1119.4666666666667,1153.3333333333335,1153.3333333333335,0.05
Van den Berg,Brentford,DEF,4.5,52,OK,11.56,7.0,1.0,52.0,BRE,1156.9999999999998,1159.9333333333334,1159.9333333333334,0.04
Spence,Spurs,DEF,4.3,52,OK,12.09,52.0,1.0,52.0,TOT,1141.9333333333334,1172.1333333333334,1172.1333333333334,0.04
Milenković,Fulham,DEF,5.1,50,DOUBT,9.8,50.0,1.0,50.0,FUL,1144.3333333333333,1197.0000000000002,1197.0000000000002,0.04
Gudmundsson,Leeds,DEF,3.8,49,OK,12.89,49.0,1.0,49.0,LEE,1175.1333333333334,1173.5333333333333,1173.5333333333333,0.04
De Cuyper,Brighton,DEF,4.3,48,OK,11.16,8.0,1.0,48.0,BHA,1163.6,1238.6,1238.6,0.04
Schär,Newcastle,DEF,5.3,48,OK,9.06,48.0,1.0,48.0,NEW,1117.3333333333333,1170.6,1170.6,0.04
Livramento,Newcastle,DEF,4.9,48,OK,9.8,1.0,1.0,48.0,NEW,1117.3333333333333,1170.6,1170.6,0.04
Hartman,Burnley,DEF,4.0,46,OK,11.5,0.0,1.0,46.0,BUR,1149.0000000000002,1220.8,1220.8,0.04
Dorgu,Man Utd,DEF,4.2,46,OK,10.95,46.0,1.0,46.0,MUN,1192.9333333333334,1205.3999999999999,1205.3999999999999,0.04
Shaw,Man Utd,DEF,4.5,45,OK,10.0,45.0,1.0,45.0,MUN,1192.9333333333334,1205.3999999999999,1205.3999999999999,0.04
Dunk,Brighton,DEF,4.5,45,OK,10.0,45.0,1.0,45.0,BHA,1163.6,1238.6,1238.6,0.04
Diouf,West Ham,DEF,4.0,44,OK,11.0,44.0,1.0,44.0,WHU,1147.0,1153.6000000000001,1153.6000000000001,0.04
Semenyo,Bournemouth,MID,7.4,113,OK,15.27,24.0,1.0,113.0,BOU,1147.8666666666666,1202.1333333333334,1147.8666666666666,0.1
Rice,Arsenal,MID,6.9,119,OK,17.25,33.0,1.0,119.0,ARS,1151.5333333333333,1208.2666666666667,1151.5333333333333,0.1
B.Fernandes,Man Utd,MID,9.1,99,DOUBT,10.88,1.0,1.0,99.0,MUN,1192.9333333333334,1205.3999999999999,1192.9333333333334,0.08
Foden,Man City,MID,8.2,98,OK,11.95,10.0,1.0,98.0,MCI,1133.533333333333,1193.1333333333334,1133.533333333333,0.09
Rogers,Aston Villa,MID,7.5,96,OK,12.8,20.0,1.0,96.0,AVL,1166.6,1184.9999999999998,1166.6,0.08
Bruno G.,Newcastle,MID,6.8,86,OK,12.65,4.0,1.0,86.0,NEW,1117.3333333333333,1170.6,1117.3333333333333,0.08
Saka,Arsenal,MID,10.2,95,OK,9.31,20.0,1.0,95.0,ARS,1151.5333333333333,1208.2666666666667,1151.5333333333333,0.08
Wilson,Fulham,MID,5.8,93,OK,16.03,15.0,1.0,93.0,FUL,1144.3333333333333,1197.0000000000002,1144.3333333333333,0.08
Enzo,Chelsea,MID,6.4,91,OK,14.22,22.0,1.0,91.0,CHE,1136.3999999999999,1172.0666666666668,1136.3999999999999,0.08
Gravenberch,Liverpool,MID,5.7,91,OK,15.96,22.0,1.0,91.0,LIV,1213.6666666666667,1226.6666666666665,1213.6666666666667,0.07
Garner,Everton,MID,5.1,89,OK,17.45,29.0,1.0,89.0,EVE,1119.4666666666667,1153.3333333333335,1119.4666666666667,0.08
Xhaka,Sunderland,MID,5.2,86,OK,16.54,18.0,1.0,86.0,SUN,1130.8,1183.8,1130.8,0.08
Stach,Leeds,MID,4.9,85,OK,17.35,85.0,1.0,85.0,LEE,1175.1333333333334,1173.5333333333333,1175.1333333333334,0.07
Neto,Chelsea,MID,7.2,83,OK,11.53,7.0,1.0,83.0,CHE,1136.3999999999999,1172.0666666666668,1136.3999999999999,0.07
Casemiro,Man Utd,MID,5.5,83,OK,15.09,83.0,1.0,83.0,MUN,1192.9333333333334,1205.3999999999999,1192.9333333333334,0.07
Tavernier,Bournemouth,MID,5.6,81,OK,14.46,81.0,1.0,81.0,BOU,1147.8666666666666,1202.1333333333334,1147.8666666666666,0.07
Anderson,Nott'm Forest,MID,5.3,80,OK,15.09,80.0,1.0,80.0,NFO,1163.1333333333334,1178.9333333333332,1163.1333333333334,0.07
Schade,Brentford,MID,7.1,79,OK,11.13,79.0,1.0,79.0,BRE,1156.9999999999998,1159.9333333333334,1156.9999999999998,0.07
Minteh,Brighton,MID,6.0,79,DOUBT,13.17,8.0,1.0,79.0,BHA,1163.6,1238.6,1163.6,0.07
Trossard,Arsenal,MID,7.0,78,DOUBT,11.14,19.0,1.0,78.0,ARS,1151.5333333333333,1208.2666666666667,1151.5333333333333,0.07
Grealish,Everton,MID,6.5,77,OK,11.85,77.0,1.0,77.0,EVE,1119.4666666666667,1153.3333333333335,1119.4666666666667,0.07
Gibbs-White,Nott'm Forest,MID,7.3,72,OK,9.86,14.0,1.0,72.0,NFO,1163.1333333333334,1178.9333333333332,1163.1333333333334,0.06
E Le Fee,Sunderland,MID,4.9,71,OK,14.49,13.0,1.0,71.0,SUN,1130.8,1183.8,1130.8,0.06
J.Palhinha,Spurs,MID,5.5,69,OK,12.55,7.0,1.0,69.0,TOT,1141.9333333333334,1172.1333333333334,1141.9333333333334,0.06
Wirtz,Liverpool,MID,8.2,68,OK,8.29,68.0,1.0,68.0,LIV,1213.6666666666667,1226.6666666666665,1213.6666666666667,0.06
Szoboszlai,Liverpool,MID,6.6,68,OK,10.3,68.0,1.0,68.0,LIV,1213.6666666666667,1226.6666666666665,1213.6666666666667,0.06
McGinn,Aston Villa,MID,5.4,67,OK,12.41,67.0,1.0,67.0,AVL,1166.6,1184.9999999999998,1166.6,0.06
Eze,Arsenal,MID,7.4,66,OK,8.92,66.0,1.0,66.0,ARS,1151.5333333333333,1208.2666666666667,1151.5333333333333,0.06
Cunha,Man City,MID,8.2,64,OK,7.8,64.0,1.0,64.0,MCI,1133.533333333333,1193.1333333333334,1133.533333333333,0.06
Anthony,Burnley,MID,5.1,63,OK,12.35,5.0,1.0,63.0,BUR,1149.0000000000002,1220.8,1149.0000000000002,0.05
Bentancur,Spurs,MID,5.3,62,OK,11.7,62.0,1.0,62.0,TOT,1141.9333333333334,1172.1333333333334,1141.9333333333334,0.05
Ayari,Brighton,MID,4.8,61,OK,12.71,61.0,1.0,61.0,BHA,1163.6,1238.6,1163.6,0.05
Doku,Man City,MID,6.4,61,OK,9.53,2.0,1.0,61.0,MCI,1133.533333333333,1193.1333333333334,1133.533333333333,0.05
