Surname,Team,Position,Price,TP,Status
Roefs,Sunderland,GKP,4.9,93,OK
Pickford,Everton,GKP,5.6,87,OK
Raya,Arsenal,GKP,6.0,80,OK
Vicario,Spurs,GKP,4.8,74,OK
Sánchez,Chelsea,GKP,4.9,72,DOUBT
Henderson,Crystal Palace,GKP,5.1,72,OK
Kelleher,Brentford,GKP,4.5,68,OK
Donnarumma,Man City,GKP,5.7,68,OK
Verbruggen,Brighton,GKP,4.5,65,OK
Martinez,Aston Villa,GKP,5.0,63,OK
Pope,Newcastle,GKP,5.1,63,OK
Leno,Fulham,GKP,4.9,61,OK
Dúbravka,Burnley,GKP,4.0,60,OK
Petrović,Bournemouth,GKP,4.5,56,OK
A.Becker,Liverpool,GKP,5.4,52,OK
Perri,Leeds,GKP,4.5,42,OK
Areola,West Ham,GKP,4.3,42,OK
Sels,Nott'm Forest,GKP,4.6,41,OK
Lammens,Man Utd,GKP,5.0,40,OK
Johnstone,Wolves,GKP,4.4,21,OK
Mamardashvili,Liverpool,GKP,4.2,19,OK
José Sá,Wolves,GKP,4.2,18,OK
Trafford,Man City,GKP,4.5,11,OK
Bayindir,Man Utd,GKP,4.8,11,OK
Ramsdale,Newcastle,GKP,4.8,11,OK
John,Nott'm Forest,GKP,4.0,11,DOUBT
Darlow,Leeds,GKP,3.9,10,OK
M.Bizot,Aston Villa,GKP,4.2,9,OK
Hermansen,West Ham,GKP,4.2,9,OK
Jörgensen,Chelsea,GKP,4.3,3,OK
