Surname,Team,Position,Price,TP,Status
Raya,Arsenal,GKP,6.0,0,OK
Kinsky,Spurs,GKP,4.5,0,OK
Verbruggen,Brighton,GKP,4.5,0,OK
Dubravka,Spurs,GKP,4.0,0,OK
Lammens,Man Utd,GKP,5.0,0,OK
Donnarumma,Man City,GKP,5.5,0,OK
Pickford,Everton,GKP,5.5,0,OK
Kelleher,Brentford,GKP,5.0,0,OK
Palmer,Ipswich Town,GKP,4.0,0,OK
Martinez,Aston Villa,GKP,5.0,0,OK
Roefs,Sunderland,GKP,5.0,0,OK
Steele,Brighton,GKP,4.0,0,OK
A.Becker,Liverpool,GKP,5.5,0,OK
Petrović,Bournemouth,GKP,4.5,0,OK
Forster,Bournemouth,GKP,4.0,0,OK
Leno,Fulham,GKP,4.5,0,OK
Trafford,Leeds,GKP,5.0,0,OK
Sánchez,Chelsea,GKP,5.0,0,OK
Henderson,Crystal Palace,GKP,5.0,0,OK
Matthews,Crystal Palace,GKP,4.0,0,OK
Dovin,Coventry City,GKP,4.0,0,OK
Phillips,Hull City,GKP,4.0,0,OK
Sels,Nott'm Forest,GKP,5.0,0,OK
Pope,Newcastle,GKP,5.0,0,OK
Rushworth,Coventry City,GKP,4.5,0,OK
Lecomte,Fulham,GKP,4.0,0,OK
Woodman,Liverpool,GKP,4.0,0,OK
Tzolakis,Hull City,GKP,4.5,0,OK
Austin,Spurs,GKP,4.0,0,OK
Suzuki,Aston Villa,GKP,5.0,0,OK
