Surname,Team,Position,Price,TP,Status
Semenyo,Bournemouth,MID,7.4,99,OK
B.Fernandes,Man Utd,MID,9.1,99,OK
Rice,Arsenal,MID,6.9,97,INJURY
Rogers,Aston Villa,MID,7.3,91,OK
Foden,Man City,MID,8.2,91,OK
Bruno G.,Newcastle,MID,6.8,86,OK
Wilson,Fulham,MID,5.8,80,DOUBT
Saka,Arsenal,MID,10.3,78,DOUBT
Neto,Chelsea,MID,7.3,78,OK
Tavernier,Bournemouth,MID,5.6,75,INJURY
Dewsbury-Hall,Everton,MID,5.0,75,DOUBT
Mbeumo,Man Utd,MID,8.1,74,INJURY
Ndiaye,Everton,MID,6.2,73,INJURY
Gravenberch,Liverpool,MID,5.7,72,OK
Stach,Leeds,MID,4.9,72,INJURY
Xhaka,Sunderland,MID,5.2,71,OK
Enzo,Chelsea,MID,6.5,70,OK
Cullen,Burnley,MID,5.0,69,OK
Casemiro,Man Utd,MID,5.5,69,INJURY
Anderson,Nott'm Forest,MID,5.3,68,OK
Kudus,Spurs,MID,6.4,68,INJURY
Eze,Arsenal,MID,7.6,66,INJURY
Grealish,Everton,MID,6.5,66,INJURY
J.Palhinha,Spurs,MID,5.5,66,OK
Gakpo,Liverpool,MID,7.3,65,INJURY
O.Dango,Brentford,MID,6.1,64,INJURY
Garner,Everton,MID,5.0,64,OK
M.Salah,Liverpool,MID,14.0,64,INJURY
Szoboszlai,Liverpool,MID,6.6,63,INJURY
Trossard,Arsenal,MID,6.9,62,OK
Caicedo,Chelsea,MID,5.7,61,OK
Anthony,Burnley,MID,5.2,60,OK
Gibbs-White,Nott'm Forest,MID,7.3,60,OK
E Le Fee,Sunderland,MID,4.9,58,OK
Zubimendi,Arsenal,MID,5.2,59,INJURY
Doku,Man City,MID,6.4,59,OK
Wieffer,Brighton,MID,4.9,57,OK
Reijnders,Man City,MID,5.2,57,OK
Iwobi,Fulham,MID,6.3,56,INJURY
Sessegnon,Fulham,MID,5.4,56,INJURY
Amad,Man Utd,MID,6.3,56,INJURY
Wharton,Crystal Palace,MID,5.0,55,INJURY
M.Fernandes,West Ham,MID,5.5,54,OK
Merino,Arsenal,MID,5.9,53,INJURY
Kamara,Aston Villa,MID,4.9,53,OK
Henderson,Brentford,MID,5.0,53,OK
Cherki,Man City,MID,6.6,53,OK
Cunha,Man City,MID,8.0,53,OK
Sarr,Crystal Palace,MID,6.4,52,INJURY
Talbi,Sunderland,MID,5.0,51,INJURY
L.Paquetá,West Ham,MID,5.9,51,INJURY
Buendía,Aston Villa,MID,5.3,50,INJURY
McGinn,Aston Villa,MID,5.4,50,OK
Adams,Bournemouth,MID,5.0,50,INJURY
Schade,Brentford,MID,7.0,50,INJURY
Ampadu,Leeds,MID,4.9,50,OK
Ugochukwu,Burnley,MID,5.0,49,OK
Scott,Bournemouth,MID,5.0,49,OK
Sangaré,Nott'm Forest,MID,4.9,47,INJURY
Georginio,Brighton,MID,5.6,46,OK
