Surname,Team,Position,Price,TP,Status
Chalobah,Chelsea,DEF,5.3,94,OK
Guéhi,Crystal Palace,DEF,4.6,93,OK
Muñoz,Crystal Palace,DEF,5.8,89,DOUBT
Gabriel,Arsenal,DEF,6.2,81,INJURY
Lacroix,Crystal Palace,DEF,5.2,81,OK
J.Timber,Arsenal,DEF,5.6,80,OK
Keane,Everton,DEF,4.7,81,DOUBT
Rúben,Man City,DEF,5.7,81,OK
Calafiori,Arsenal,DEF,5.7,77,OK
Tarkowski,Everton,DEF,5.5,77,OK
Senesi,Bournemouth,DEF,4.6,76,OK
Matheus N.,Man City,DEF,5.4,76,OK
Cash,Aston Villa,DEF,4.9,75,DOUBT
Richards,Crystal Palace,DEF,4.6,75,OK
Ballard,Sunderland,DEF,4.7,75,OK
James,Chelsea,DEF,5.6,74,OK
O'Reilly,Man City,DEF,5.3,74,OK
Mitchell,Crystal Palace,DEF,5.0,71,OK
Cucurella,Chelsea,DEF,6.2,70,OK
Mukiele,Sunderland,DEF,4.2,70,OK
Gusto,Chelsea,DEF,5.0,67,OK
Gvardiol,Man City,DEF,6.0,67,OK
Burn,Newcastle,DEF,5.1,67,INJURY
Van Hecke,Brighton,DEF,4.6,66,OK
Van de Ven,Spurs,DEF,4.5,65,OK
Virgil,Liverpool,DEF,5.9,64,OK
Andersen,Fulham,DEF,4.6,63,OK
Alderete,Sunderland,DEF,4.0,63,OK
Konaté,Liverpool,DEF,5.4,62,OK
Truffert,Bournemouth,DEF,4.5,61,OK
Dalot,Man Utd,DEF,4.4,59,OK
Romero,Spurs,DEF,5.0,59,INJURY
Tete,Fulham,DEF,4.5,58,OK
Rodon,Leeds,DEF,4.0,56,OK
Hume,Sunderland,DEF,4.5,56,OK
Bassey,Fulham,DEF,4.5,55,INJURY
Thiaw,Newcastle,DEF,5.0,55,OK
Pedro Porro,Spurs,DEF,5.3,54,OK
Digne,Aston Villa,DEF,4.5,53,OK
Collins,Brentford,DEF,4.9,53,OK
Van den Berg,Brentford,DEF,4.5,52,OK
N.Williams,Nott'm Forest,DEF,4.7,52,OK
Lewis-Potter,Brentford,DEF,4.8,51,OK
O'Brien,Everton,DEF,4.9,51,OK
Saliba,Arsenal,DEF,5.9,49,OK
Konsa,Aston Villa,DEF,4.4,49,OK
Kayode,Brentford,DEF,4.5,48,INJURY
Livramento,Newcastle,DEF,4.9,47,OK
Hartman,Burnley,DEF,4.0,46,OK
De Cuyper,Brighton,DEF,4.3,46,OK
Diouf,West Ham,DEF,4.0,44,INJURY
Diakité,Bournemouth,DEF,4.4,43,INJURY
De Ligt,Man Utd,DEF,5.0,43,INJURY
Dorgu,Brentford,DEF,4.1,43,OK
Milenković,Fulham,DEF,5.1,43,INJURY
Estève,Burnley,DEF,3.9,42,DOUBT
Bogle,Leeds,DEF,4.4,42,OK
Shaw,Man Utd,DEF,4.5,42,OK
F.Kadıoğlu,Brighton,DEF,4.4,40,OK
Mykolenko,Everton,DEF,4.9,40,OK
