Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP
Roefs,Sunderland,GKP,4.8,80,OK,16.67,16.0,1.0,80.0
Raya,Arsenal,GKP,6.0,75,OK,12.5,9.0,1.0,75.0
Pickford,Everton,GKP,5.5,70,OK,12.73,4.0,1.0,70.0
Sánchez,Chelsea,GKP,4.9,67,OK,13.67,10.0,1.0,67.0
Henderson,Crystal Palace,GKP,5.1,64,OK,12.55,1.0,1.0,64.0
Vicario,Spurs,GKP,4.8,60,OK,12.5,3.0,1.0,60.0
Martinez,Aston Villa,GKP,5.0,57,OK,11.4,3.0,1.0,57.0
Donnarumma,Man City,GKP,5.7,57,OK,10.0,14.0,1.0,57.0
Kelleher,Brentford,GKP,4.5,56,OK,12.44,16.0,1.0,56.0
Verbruggen,Brighton,GKP,4.4,56,OK,12.73,12.0,1.0,56.0
Petrović,Bournemouth,GKP,4.5,55,OK,12.22,3.0,1.0,55.0
Pope,Newcastle,GKP,5.1,55,DOUBT,10.78,55.0,1.0,55.0
Leno,Fulham,GKP,4.9,52,OK,10.61,10.0,1.0,52.0
Dúbravka,Burnley,GKP,4.0,46,OK,11.5,3.0,1.0,46.0
A.Becker,Liverpool,GKP,5.4,42,OK,7.78,10.0,1.0,42.0
Sels,Nott'm Forest,GKP,4.6,40,OK,8.7,0.0,1.0,40.0
Lammens,Man Utd,GKP,5.0,35,OK,7.0,11.0,1.0,35.0
Areola,West Ham,GKP,4.3,35,OK,8.14,3.0,1.0,35.0
Perri,Leeds,GKP,4.5,28,OK,6.22,3.0,1.0,28.0
Johnstone,Wolves,GKP,4.4,21,OK,4.77,-1.0,1.0,21.0
Mamardashvili,Liverpool,GKP,4.2,19,OK,4.52,0.0,1.0,19.0
Trafford,Man City,GKP,4.6,11,OK,2.39,0.0,1.0,11.0
Bayindir,Man Utd,GKP,4.8,11,OK,2.29,0.0,1.0,11.0
Darlow,Leeds,GKP,3.9,10,OK,2.56,0.0,1.0,10.0
Ramsdale,Newcastle,GKP,4.8,10,OK,2.08,5.0,1.0,10.0
M.Bizot,Aston Villa,GKP,4.2,9,OK,2.14,1.0,1.0,9.0
Hermansen,West Ham,GKP,4.3,9,OK,2.09,0.0,1.0,9.0
John,Nott'm Forest,GKP,4.0,7,OK,1.75,7.0,1.0,7.0
José Sá,Wolves,GKP,4.2,7,OK,1.67,2.0,1.0,7.0
Jörgensen,Chelsea,GKP,4.3,1,OK,0.23,0.0,1.0,1.0
Chalobah,Chelsea,DEF,5.3,94,OK,17.74,12.0,1.0,94.0
Guéhi,Crystal Palace,DEF,4.6,93,OK,20.22,93.0,1.0,93.0
Muñoz,Crystal Palace,DEF,5.8,89,DOUBT,15.34,0.0,1.0,89.0
Lacroix,Crystal Palace,DEF,5.2,81,OK,15.58,1.0,1.0,81.0
J.Timber,Arsenal,DEF,5.6,80,OK,14.29,2.0,1.0,80.0
Keane,Everton,DEF,4.7,81,DOUBT,17.23,5.0,1.0,81.0
Rúben,Man City,DEF,5.7,81,OK,14.21,14.0,1.0,81.0
Calafiori,Arsenal,DEF,5.7,77,OK,13.51,77.0,1.0,77.0
Tarkowski,Everton,DEF,5.5,77,OK,14.0,4.0,1.0,77.0
Senesi,Bournemouth,DEF,4.6,76,OK,16.52,5.0,1.0,76.0
Matheus N.,Man City,DEF,5.4,76,OK,14.07,19.0,1.0,76.0
Cash,Aston Villa,DEF,4.9,75,DOUBT,15.31,2.0,1.0,75.0
Richards,Crystal Palace,DEF,4.6,75,OK,16.3,3.0,1.0,75.0
Ballard,Sunderland,DEF,4.7,75,OK,15.96,17.0,1.0,75.0
James,Chelsea,DEF,5.6,74,OK,13.21,13.0,1.0,74.0
O'Reilly,Man City,DEF,5.3,74,OK,13.96,12.0,1.0,74.0
