Surname,Team,Position,Price,TP,Status,PPM
Raya,Arsenal,GKP,5.9,66,OK,11.19
Roefs,Sunderland,GKP,4.7,63,OK,13.4
Henderson,Crystal Palace,GKP,5.1,60,OK,11.76
Pickford,Everton,GKP,5.5,60,OK,10.91
Martinez,Aston Villa,GKP,5.1,54,DOUBT,10.59
Vicario,Spurs,GKP,5.0,51,OK,10.2
Sánchez,Chelsea,GKP,4.8,47,OK,9.79
Petrović,Bournemouth,GKP,4.5,45,OK,10.0
Verbruggen,Brighton,GKP,4.4,41,OK,9.32
Dúbravka,Burnley,GKP,4.0,40,OK,10.0
Leno,Fulham,GKP,4.9,40,OK,8.16
Kelleher,Brentford,GKP,4.5,38,OK,8.44
Sels,Nott'm Forest,GKP,4.7,38,OK,8.09
Donnarumma,Man City,GKP,5.7,37,OK,6.49
A.Becker,Liverpool,GKP,5.4,31,OK,5.74
Areola,West Ham,GKP,4.3,29,OK,6.74
Perri,Leeds,GKP,4.5,23,OK,5.11
Lammens,Man Utd,GKP,5.1,22,OK,4.31
Johnstone,Wolves,GKP,4.5,21,OK,4.67
Mamardashvili,Liverpool,GKP,4.3,19,OK,4.42
Trafford,Man City,GKP,4.6,11,OK,2.39
Bayindir,Man Utd,GKP,4.8,11,OK,2.29
Darlow,Leeds,GKP,4.0,10,OK,2.5
Hermansen,West Ham,GKP,4.3,9,OK,2.09
M.Bizot,Aston Villa,GKP,4.3,8,OK,1.86
José Sá,Wolves,GKP,4.3,5,OK,1.16
Ramsdale,Newcastle,GKP,4.8,3,OK,0.62
Jörgensen,Chelsea,GKP,4.3,1,OK,0.23
Arrizabalaga,Arsenal,GKP,4.2,0,OK,0.0
Muñoz,Crystal Palace,DEF,6.1,89,OK,14.59
Guehi,Crystal Palace,DEF,5.1,83,OK,16.27
J.Timber,Arsenal,DEF,6.4,78,OK,12.19
Lacroix,Crystal Palace,DEF,5.1,78,OK,15.29
Cash,Aston Villa,DEF,4.7,72,OK,15.32
Calafiori,Arsenal,DEF,5.8,71,OK,12.24
Chalobah,Chelsea,DEF,5.2,71,OK,13.65
Mitchell,Crystal Palace,DEF,5.0,68,OK,13.6
Richards,Crystal Palace,DEF,4.6,68,OK,14.78
Keane,Everton,DEF,4.6,67,DOUBT,14.57
Tarkowski,Everton,DEF,5.4,64,OK,11.85
Senesi,Bournemouth,DEF,5.0,63,OK,12.6
Van Hecke,Brighton,DEF,4.5,60,OK,13.33
Burn,Newcastle,DEF,5.1,59,OK,11.57
Van de Ven,Spurs,DEF,4.7,58,OK,12.34
Cucurella,Chelsea,DEF,6.2,57,OK,9.19
Ballard,Sunderland,DEF,4.6,57,OK,12.39
O'Reilly,Man City,DEF,5.2,56,OK,10.77
James,Chelsea,DEF,5.6,55,OK,9.82
Mukiele,Sunderland,DEF,4.2,55,OK,13.1
Virgil,Liverpool,DEF,6.0,54,OK,9.0
Andersen,Fulham,DEF,4.5,53,OK,11.78
Rúben,Man City,DEF,5.6,53,OK,9.46
Romero,Spurs,DEF,5.0,52,OK,10.4
Digne,Aston Villa,DEF,4.5,51,OK,11.33
Rodon,Leeds,DEF,4.1,51,OK,12.44
Konaté,Liverpool,DEF,5.4,51,OK,9.44
Matheus N.,Man City,DEF,5.3,51,OK,9.62
Truffert,Bournemouth,DEF,4.5,50,OK,11.11
Alderete,Sunderland,DEF,4.1,49,OK,11.95
Pedro Porro,Spurs,DEF,5.4,48,OK,8.89
Thiaw,Newcastle,DEF,5.0,47,OK,9.4
Konsa,Aston Villa,DEF,4.4,46,OK,10.45
Tete,Fulham,DEF,4.5,44,OK,9.78
Livramento,Newcastle,DEF,4.9,44,OK,8.98
Hume,Sunderland,DEF,4.5,44,OK,9.78
Gusto,Chelsea,DEF,4.9,43,OK,8.78
Bassey,Fulham,DEF,4.5,43,OK,9.56
De Ligt,Man Utd,DEF,5.0,43,OK,8.6
Hartman,Burnley,DEF,4.0,42,OK,10.5
N.Williams,Nott'm Forest,DEF,4.7,42,OK,8.94
Saliba,Arsenal,DEF,6.0,41,OK,6.83
Gvardiol,Man City,DEF,5.8,41,OK,7.07
Van den Berg,Brentford,DEF,4.5,40,OK,8.89
O'Brien,Everton,DEF,4.9,40,OK,8.16
Dalot,Man Utd,DEF,4.4,40,DOUBT,9.09
Pau,Aston Villa,DEF,4.3,39,OK,9.07
Estève,Burnley,DEF,3.9,38,OK,9.74
Collins,Brentford,DEF,4.9,38,OK,7.76
Kayode,Brentford,DEF,4.5,38,OK,8.44
Diouf,West Ham,DEF,4.2,38,OK,9.05
Dunk,Brighton,DEF,4.5,36,OK,8.0
Diakité,Bournemouth,DEF,4.4,35,OK,7.95
Walker,Burnley,DEF,4.4,34,OK,7.73
Bogle,Leeds,DEF,4.4,34,OK,7.73
Milenković,Fulham,DEF,5.2,34,OK,6.54
Mykolenko,Everton,DEF,4.9,33,OK,6.73
Gudmundsson,Leeds,DEF,3.9,33,OK,8.46
Maguire,Man Utd,DEF,4.4,33,DOUBT,7.5
Rice,Arsenal,MID,7.1,82,DOUBT,11.55
Semenyo,Bournemouth,MID,7.7,80,OK,10.39
Bruno G.,Newcastle,MID,6.8,71,OK,10.44
Neto,Chelsea,MID,7.2,68,OK,9.44
B.Fernandes,Man Utd,MID,9.0,67,OK,7.44
Minteh,Brighton,MID,6.3,66,OK,10.48
Eze,Arsenal,MID,7.8,65,OK,8.33
Foden,Man City,MID,8.4,65,OK,7.74
Saka,Arsenal,MID,10.1,64,OK,6.34
Mbeumo,Man Utd,MID,8.5,64,OK,7.53
Enzo,Chelsea,MID,6.7,63,OK,9.4
Ndiaye,Everton,MID,6.5,63,OK,9.69
Gakpo,Liverpool,MID,7.5,63,OK,8.4
Xhaka,Sunderland,MID,5.2,63,OK,12.12
Kudus,Spurs,MID,6.5,62,OK,9.54
Rogers,Aston Villa,MID,6.9,61,OK,8.84
Cullen,Burnley,MID,5.0,61,OK,12.2
Gravenberch,Liverpool,MID,5.6,61,OK,10.89
J.Palhinha,Spurs,MID,5.5,60,OK,10.91
Grealish,Everton,MID,6.6,59,OK,8.94
Casemiro,Man Utd,MID,5.5,59,DOUBT,10.73
Trossard,Arsenal,MID,6.9,58,OK,8.41
O.Dango,Brentford,MID,6.0,58,OK,9.67
Dewsbury-Hall,Everton,MID,5.0,58,OK,11.6
Anderson,Nott'm Forest,MID,5.4,57,OK,10.56
Anthony,Burnley,MID,5.4,56,OK,10.37
Tavernier,Bournemouth,MID,5.5,56,OK,10.18
Sessegnon,Fulham,MID,5.4,56,OK,10.37
Doku,Man City,MID,6.6,56,OK,8.48
Zubimendi,Arsenal,MID,5.3,55,OK,10.38
Wilson,Fulham,MID,5.2,54,DOUBT,10.38
E Le Fee,Sunderland,MID,4.9,54,OK,11.02
Garner,Everton,MID,5.0,53,OK,10.6
Gibbs-White,Nott'm Forest,MID,7.3,53,DOUBT,7.26
Wieffer,Brighton,MID,4.9,52,OK,10.61
Iwobi,Fulham,MID,6.4,52,OK,8.12
Merino,Arsenal,MID,6.0,51,OK,8.5
Szoboszlai,Liverpool,MID,6.6,51,OK,7.73
Buendia,Aston Villa,MID,5.3,48,OK,9.06
Talbi,Sunderland,MID,5.0,47,OK,9.4
Malen,Aston Villa,MID,5.1,46,OK,9.02
Schade,Brentford,MID,7.0,46,OK,6.57
Kamara,Aston Villa,MID,4.9,45,OK,9.18
Reijnders,Man City,MID,5.3,45,OK,8.49
Aaronson,Leeds,MID,5.4,44,OK,8.15
Barnes,Newcastle,MID,6.4,44,OK,6.88
L.Paquetá,West Ham,MID,5.9,44,OK,7.46
McGinn,Aston Villa,MID,5.4,43,OK,7.96
Amad,Man Utd,MID,6.3,43,OK,6.83
Kamada,Crystal Palace,MID,5.0,42,OK,8.4
Scott,Bournemouth,MID,5.0,41,OK,8.2
J.Murphy,Newcastle,MID,6.1,41,OK,6.72
P.M.Sarr,Spurs,MID,4.7,41,OK,8.72
Damsgaard,Brentford,MID,5.8,40,OK,6.9
Henderson,Brentford,MID,5.0,40,OK,8.0
Haaland,Man City,FWD,15.0,120,OK,8.0
Thiago,Brentford,FWD,6.8,78,OK,11.47
João Pedro,Chelsea,FWD,7.4,63,OK,8.51
Mateta,Crystal Palace,FWD,8.1,59,OK,7.28
Bowen,West Ham,FWD,7.5,57,OK,7.6
Welbeck,Brighton,FWD,6.6,56,OK,8.48
Woltemade,Newcastle,FWD,7.4,54,OK,7.3
Richarlison,Spurs,FWD,6.4,51,OK,7.97
Isidor,Sunderland,FWD,5.6,46,OK,8.21
Watkins,Aston Villa,FWD,8.5,45,OK,5.29
Calvert-Lewin,Leeds,FWD,5.5,42,DOUBT,7.64
Ekitiké,Liverpool,FWD,8.4,42,OK,5.0
Gyökeres,Arsenal,FWD,8.8,39,OK,4.43
Wilson,West Ham,FWD,5.8,38,OK,6.55
Nmecha,Leeds,FWD,5.0,37,DOUBT,7.4
Evanilson,Bournemouth,FWD,7.0,36,OK,5.14
Kroupi.Jr,Bournemouth,FWD,4.6,35,OK,7.61
Flemming,Burnley,FWD,5.3,34,OK,6.42
Raúl,Fulham,FWD,6.2,34,OK,5.48
Foster,Burnley,FWD,5.0,33,OK,6.6
Igor Jesus,Nott'm Forest,FWD,5.8,27,OK,4.66
Strand Larsen,Wolves,FWD,6.2,27,OK,4.35
Beto,Everton,FWD,5.1,24,OK,4.71
Brobbey,Sunderland,FWD,5.5,22,OK,4.0
Isak,Liverpool,FWD,10.4,21,OK,2.02
Barry,Everton,FWD,5.7,18,OK,3.16
Zirkzee,Man Utd,FWD,5.8,17,OK,2.93
Mayenda,Sunderland,FWD,5.3,17,OK,3.21
Marc Guiu,Chelsea,FWD,4.2,12,OK,2.86
Füllkrug,West Ham,FWD,5.6,12,OK,2.14
Toti,Wolves,FWD,5.4,12,OK,2.22
Delap,Man City,FWD,6.2,11,OK,1.77
Nketiah,Crystal Palace,FWD,5.4,10,OK,1.85
Kolo Muani,Spurs,FWD,6.9,10,OK,1.45
Kostoulas,Brighton,FWD,4.8,9,OK,1.88
Broja,Burnley,FWD,5.2,8,OK,1.54
Enes Ünal,Bournemouth,FWD,5.4,8,OK,1.48
Jire,Leeds,FWD,5.0,8,OK,1.6
Kalimuendo,Nott'm Forest,FWD,6.0,7,OK,1.17
Uche,Crystal Palace,FWD,5.5,4,OK,0.73
Mané,Wolves,FWD,4.5,3,OK,0.67
Kusi-Asare,Fulham,FWD,4.5,2,OK,0.44
Solanke,Spurs,FWD,7.2,2,DOUBT,0.28
Havertz,Arsenal,FWD,7.3,1,OK,0.14
Barnes,Burnley,FWD,4.3,1,OK,0.23
Morgan,Everton,FWD,4.4,0,OK,0.0
Marsh,Crystal Palace,FWD,4.5,0,OK,0.0
Gray,Leeds,FWD,4.5,0,OK,0.0
Wissa,Newcastle,FWD,7.3,0,OK,0.0
