Surname,Team,Position,Price,TP,Status
Pickford,Everton,GKP,5.6,103,OK
Roefs,Sunderland,GKP,4.9,98,OK
Raya,Arsenal,GKP,5.9,93,OK
Sánchez,Chelsea,GKP,4.9,88,OK
Kelleher,Brentford,GKP,4.6,83,OK
Henderson,Crystal Palace,GKP,5.0,82,OK
Donnarumma,Man City,GKP,5.6,79,OK
Vicario,Spurs,GKP,4.8,77,OK
Martinez,Aston Villa,GKP,5.0,76,OK
Pope,Newcastle,GKP,5.1,74,OK
Dúbravka,Burnley,GKP,4.0,73,OK
Verbruggen,Brighton,GKP,4.5,71,OK
Leno,Fulham,GKP,4.9,70,OK
A.Becker,Liverpool,GKP,5.4,65,OK
Petrović,Bournemouth,GKP,4.5,60,OK
Sels,Nott'm Forest,GKP,4.6,60,OK
Lammens,Man Utd,GKP,5.0,49,OK
Areola,West Ham,GKP,4.3,49,OK
Perri,Leeds,GKP,4.5,43,OK
José Sá,Wolves,GKP,4.2,27,OK
Johnstone,Wolves,GKP,4.4,21,OK
Mamardashvili,Liverpool,GKP,4.2,19,OK
Darlow,Leeds,GKP,3.9,18,OK
M.Bizot,Aston Villa,GKP,4.2,11,OK
Trafford,Man City,GKP,4.5,11,OK
Bayindir,Man Utd,GKP,4.7,11,OK
Ramsdale,Newcastle,GKP,4.8,11,OK
John,Nott'm Forest,GKP,4.0,11,INJURY
Hermansen,West Ham,GKP,4.2,9,OK
Jörgensen,Chelsea,GKP,4.3,3,OK
