Surname,Team,Position,Price,TP,Status,PPM
Roefs,Sunderland,GKP,4.7,54,OK,11.49
Raya,Arsenal,GKP,5.9,52,OK,8.81
Pope,Newcastle,GKP,5.2,49,OK,9.42
Vicario,Spurs,GKP,5.1,46,OK,9.02
Petrović,Bournemouth,GKP,4.5,39,OK,8.67
Henderson,Crystal Palace,GKP,5.0,36,OK,7.2
Pickford,Everton,GKP,5.5,35,OK,6.36
Dúbravka,Burnley,GKP,4.0,33,OK,8.25
Leno,Fulham,GKP,5.0,32,OK,6.4
Sánchez,Chelsea,GKP,4.8,31,OK,6.46
Kelleher,Brentford,GKP,4.5,30,OK,6.67
Martinez,Aston Villa,GKP,5.0,26,OK,5.2
Donnarumma,Man City,GKP,5.7,25,OK,4.39
Sels,Nott'm Forest,GKP,4.8,21,OK,4.38
Verbruggen,Brighton,GKP,4.4,20,OK,4.55
A.Becker,Liverpool,GKP,5.4,20,INJURY,3.7
Perri,Leeds,GKP,4.5,15,OK,3.33
Lammens,Man Utd,GKP,5.0,15,OK,3.0
Areola,West Ham,GKP,4.3,13,OK,3.02
Johnstone,Wolves,GKP,4.5,13,OK,2.89
Mamardashvili,Liverpool,GKP,4.3,12,OK,2.79
Trafford,Man City,GKP,4.7,11,OK,2.34
Bayindir,Man Utd,GKP,4.8,11,OK,2.29
Darlow,Leeds,GKP,4.0,10,OK,2.5
Hermansen,West Ham,GKP,4.4,9,OK,2.05
M.Bizot,Aston Villa,GKP,4.3,7,OK,1.63
José Sá,Wolves,GKP,4.3,5,OK,1.16
Jörgensen,Chelsea,GKP,4.4,1,OK,0.23
Gabriel,Arsenal,DEF,6.6,80,OK,12.12
J.Timber,Arsenal,DEF,6.1,66,OK,10.82
Guehi,Crystal Palace,DEF,5.1,64,OK,12.55
Calafiori,Arsenal,DEF,5.8,60,OK,10.34
Van de Ven,Spurs,DEF,4.8,57,OK,11.88
Senesi,Bournemouth,DEF,5.0,56,OK,11.2
Muñoz,Crystal Palace,DEF,5.7,54,OK,9.47
Lacroix,Crystal Palace,DEF,5.0,50,OK,10.0
Chalobah,Chelsea,DEF,5.1,49,OK,9.61
Burn,Newcastle,DEF,5.2,48,OK,9.23
Mukiele,Sunderland,DEF,4.2,47,OK,11.19
Cash,Aston Villa,DEF,4.6,46,OK,10.0
Truffert,Bournemouth,DEF,4.5,45,OK,10.0
James,Chelsea,DEF,5.5,45,OK,8.18
Rodon,Leeds,DEF,4.1,45,OK,10.98
Alderete,Sunderland,DEF,4.1,45,INJURY,10.98
Mitchell,Crystal Palace,DEF,5.0,44,OK,8.8
Richards,Crystal Palace,DEF,4.5,44,OK,9.78
Pedro Porro,Spurs,DEF,5.5,44,OK,8.0
Cucurella,Chelsea,DEF,6.1,43,OK,7.05
