Surname,Team,Position,Price,TP,Status
Haaland,Man City,FWD,14.4,98,OK
João Pedro,Chelsea,FWD,7.4,52,OK
Mateta,Crystal Palace,FWD,8.0,48,OK
Thiago,Brentford,FWD,6.2,47,OK
Bowen,West Ham,FWD,7.7,44,OK
Welbeck,Brighton,FWD,6.5,43,OK
Isidor,Sunderland,FWD,5.6,39,OK
Ekitiké,Liverpool,FWD,8.6,38,OK
Richarlison,Spurs,FWD,6.4,38,OK
Gyökeres,Arsenal,FWD,8.9,37,INJURY
Woltemade,Newcastle,FWD,7.5,35,OK
Šeško,Man Utd,FWD,7.3,30,OK
Kroupi.Jr,Bournemouth,FWD,4.6,29,OK
Foster,Burnley,FWD,5.0,28,OK
Watkins,Aston Villa,FWD,8.5,25,OK
Wood,Nott'm Forest,FWD,7.2,25,INJURY
Raúl,Fulham,FWD,6.2,24,OK
Calvert-Lewin,Leeds,FWD,5.5,24,DOUBT
Evanilson,Bournemouth,FWD,7.0,23,OK
Flemming,Burnley,FWD,5.3,20,OK
Beto,Everton,FWD,5.2,20,OK
Strand Larsen,Wolves,FWD,6.3,19,OK
Osula,Newcastle,FWD,5.5,18,INJURY
Muniz,Fulham,FWD,5.4,16,OK
Nmecha,Leeds,FWD,5.0,15,OK
Mayenda,Sunderland,FWD,5.4,15,OK
Wilson,West Ham,FWD,5.8,15,OK
Igor Jesus,Nott'm Forest,FWD,5.8,13,OK
