Surname,Team,Position,Price,TP,Status
Semenyo,Man City,MID,7.4,130,OK
Rice,Arsenal,MID,6.9,126,OK
B.Fernandes,Man Utd,MID,9.5,121,OK
Bruno G.,Newcastle,MID,6.8,120,OK
Wilson,Fulham,MID,6.1,114,OK
Rogers,Aston Villa,MID,7.7,111,OK
Enzo,Chelsea,MID,6.7,106,OK
Foden,Man City,MID,8.4,102,OK
Saka,Arsenal,MID,10.0,101,OK
Garner,Everton,MID,5.2,101,OK
Gravenberch,Liverpool,MID,5.7,97,OK
Anderson,Nott'm Forest,MID,5.3,97,OK
Stach,Leeds,MID,4.9,95,OK
Tavernier,Bournemouth,MID,5.4,94,INJURY
Neto,Chelsea,MID,7.1,94,OK
Mbeumo,Man Utd,MID,8.3,93,INJURY
Casemiro,Man Utd,MID,5.5,92,OK
Aaronson,Leeds,MID,5.4,91,OK
Gibbs-White,Nott'm Forest,MID,7.3,90,OK
Xhaka,Sunderland,MID,5.2,90,DOUBT
Schade,Brentford,MID,7.2,88,OK
Szoboszlai,Liverpool,MID,6.6,84,OK
Trossard,Arsenal,MID,6.8,83,OK
Wirtz,Liverpool,MID,8.3,83,OK
Reijnders,Man City,MID,5.2,82,OK
Zubimendi,Arsenal,MID,5.2,81,INJURY
Minteh,Brighton,MID,5.8,81,OK
E Le Fee,Sunderland,MID,4.9,81,OK
Gakpo,Liverpool,MID,7.3,80,INJURY
Cherki,Man City,MID,6.6,80,OK
M.Fernandes,West Ham,MID,5.5,80,OK
Grealish,Everton,MID,6.4,79,INJURY
Cunha,Man Utd,MID,8.0,79,INJURY
J.Palhinha,Spurs,MID,5.5,78,OK
Ayari,Brighton,MID,4.8,77,OK
Caicedo,Chelsea,MID,5.7,76,OK
Dewsbury-Hall,Everton,MID,4.9,76,OK
Ndiaye,Everton,MID,6.2,75,INJURY
Kudus,Spurs,MID,6.4,75,INJURY
Anthony,Burnley,MID,5.0,73,OK
Ampadu,Leeds,MID,4.9,72,OK
Doku,Man City,MID,6.4,72,DOUBT
Buendía,Aston Villa,MID,5.3,71,INJURY
McGinn,Aston Villa,MID,5.4,71,OK
Scott,Bournemouth,MID,5.0,71,INJURY
Cullen,Burnley,MID,4.9,70,INJURY
Yarmoliuk,Brentford,MID,5.0,70,OK
Barnes,Newcastle,MID,6.1,70,OK
M.Salah,Liverpool,MID,14.0,69,INJURY
L.Paquetá,West Ham,MID,5.9,69,INJURY
Eze,Arsenal,MID,7.3,68,OK
Ugochukwu,Burnley,MID,5.0,67,OK
Merino,Arsenal,MID,5.5,66,OK
O.Dango,Brentford,MID,5.8,66,OK
Wharton,Crystal Palace,MID,5.0,66,INJURY
Bentancur,Spurs,MID,5.3,64,INJURY
Georginio,Brighton,MID,5.6,62,OK
Kamara,Aston Villa,MID,4.9,61,INJURY
Florentino,Burnley,MID,5.0,61,OK
Damsgaard,Brentford,MID,5.7,61,OK
