Surname,Team,Position,Price,TP,Status
Gabriel,Arsenal,DEF,6.6,81,OK
J.Timber,Arsenal,DEF,5.6,67,OK
Guehi,Crystal Palace,DEF,4.6,64,DOUBT
Calafiori,Arsenal,DEF,5.7,61,OK
Muñoz,Crystal Palace,DEF,5.7,60,OK
Senesi,Bournemouth,DEF,4.6,58,OK
Van de Ven,Spurs,DEF,4.8,58,OK
Lacroix,Crystal Palace,DEF,5.0,56,OK
Keane,Everton,DEF,4.5,56,OK
Chalobah,Chelsea,DEF,5.1,55,OK
Mitchell,Crystal Palace,DEF,5.0,55,OK
Cash,Aston Villa,DEF,4.6,52,OK
Richards,Crystal Palace,DEF,4.5,52,OK
O'Reilly,Man City,DEF,5.0,51,OK
Mukiele,Sunderland,DEF,4.2,51,OK
Cucurella,Chelsea,DEF,6.1,49,OK
Ballard,Sunderland,DEF,4.6,49,OK
Burn,Newcastle,DEF,5.2,48,INJURY
James,Chelsea,DEF,5.6,46,OK
Rodon,Leeds,DEF,4.1,46,OK
Pedro Porro,Spurs,DEF,5.5,46,OK
Truffert,Bournemouth,DEF,4.5,45,OK
Matheus N.,Man City,DEF,5.3,45,OK
Rúben,Man City,DEF,5.5,45,OK
Alderete,Sunderland,DEF,4.1,45,DOUBT
Tarkowski,Everton,DEF,5.4,43,DOUBT
Digne,Aston Villa,DEF,4.5,42,OK
Virgil,Liverpool,DEF,5.9,41,OK
Hume,Sunderland,DEF,4.5,41,OK
Van Hecke,Brighton,DEF,4.4,40,OK
Saliba,Arsenal,DEF,6.0,39,OK
Gusto,Chelsea,DEF,4.9,39,OK
Andersen,Fulham,DEF,4.5,39,OK
Konate,Liverpool,DEF,5.4,39,OK
De Ligt,Man Utd,DEF,5.0,39,OK
Livramento,Newcastle,DEF,4.9,37,DOUBT
Hartman,Burnley,DEF,4.0,36,OK
Kayode,Brentford,DEF,4.5,34,OK
Van den Berg,Brentford,DEF,4.5,34,OK
Gvardiol,Man City,DEF,5.8,34,OK
Romero,Spurs,DEF,5.0,34,OK
Konsa,Aston Villa,DEF,4.4,33,OK
Maguire,Man Utd,DEF,4.4,33,DOUBT
Collins,Brentford,DEF,4.9,32,OK
Botman,Newcastle,DEF,4.9,31,OK
Spence,Spurs,DEF,4.5,31,OK
Diouf,West Ham,DEF,4.3,31,OK
Diakité,Bournemouth,DEF,4.5,30,OK
Trippier,Newcastle,DEF,5.0,30,OK
Walker,Burnley,DEF,4.4,29,OK
Dunk,Brighton,DEF,4.5,29,OK
Estève,Burnley,DEF,4.0,28,OK
O'Brien,Everton,DEF,4.9,28,OK
Bassey,Fulham,DEF,4.5,28,OK
Bogle,Leeds,DEF,4.5,28,OK
Shaw,Man Utd,DEF,4.5,28,OK
Acheampong,Chelsea,DEF,3.9,27,OK
Gudmundsson,Leeds,DEF,4.0,27,OK
Tete,Fulham,DEF,4.5,26,OK
Thew,Newcastle,DEF,4.9,26,OK
