Surname,Team,Position,Price,TP,Status
Haaland,Man City,FWD,14.1,163,OK
Thiago,Brentford,FWD,6.5,120,OK
Bowen,West Ham,FWD,7.7,90,OK
Ekitiké,Liverpool,FWD,9.1,84,DOUBT
João Pedro,Chelsea,FWD,7.1,84,OK
Calvert-Lewin,Leeds,FWD,5.9,81,OK
Watkins,Aston Villa,FWD,8.7,81,OK
Mateta,Crystal Palace,FWD,7.6,80,OK
Woltemade,Newcastle,FWD,7.3,78,OK
Richarlison,Spurs,FWD,6.4,75,OK
Welbeck,Brighton,FWD,6.2,64,OK
Raúl,Fulham,FWD,6.2,62,OK
Evanilson,Bournemouth,FWD,7.0,62,OK
Šeško,Man Utd,FWD,7.2,55,OK
Gyökeres,Arsenal,FWD,8.7,54,OK
Kroupi.Jr,Bournemouth,FWD,4.6,54,OK
Wilson,West Ham,FWD,5.8,52,OK
Isidor,Sunderland,FWD,5.3,50,DOUBT
Igor Jesus,Nott'm Forest,FWD,5.8,44,INJURY
Flemming,Burnley,FWD,5.3,42,INJURY
Nmecha,Leeds,FWD,5.0,42,OK
Barry,Everton,FWD,5.7,41,OK
Brobbey,Sunderland,FWD,5.5,40,OK
Foster,Burnley,FWD,4.9,36,INJURY
Beto,Everton,FWD,5.0,36,OK
Strand Larsen,Wolves,FWD,6.1,34,OK
Mané,Wolves,FWD,4.5,34,INJURY
Zirkzee,Man Utd,FWD,5.8,33,OK
Broja,Burnley,FWD,5.2,30,INJURY
Toti,Wolves,FWD,5.4,32,OK
Isak,Liverpool,FWD,10.3,29,INJURY
Wood,Nott'm Forest,FWD,7.2,25,INJURY
Nketiah,Crystal Palace,FWD,5.4,23,INJURY
Mayenda,Sunderland,FWD,5.2,22,OK
Kolo Muani,Spurs,FWD,6.9,21,OK
Kostoulas,Brighton,FWD,4.8,18,OK
Osula,Newcastle,FWD,5.4,18,INJURY
Muniz,Fulham,FWD,5.3,17,INJURY
Tzimas,Brighton,FWD,5.2,16,INJURY
Delap,Chelsea,FWD,6.2,14,INJURY
Uche,Crystal Palace,FWD,5.5,13,INJURY
Enes Ünal,Bournemouth,FWD,5.4,12,OK
Marc Guiu,Chelsea,FWD,4.2,12,OK
Piroe,Leeds,FWD,4.9,11,INJURY
Wissa,Newcastle,FWD,7.3,9,OK
G.Jesus,Arsenal,FWD,6.4,8,INJURY
Awoniyi,Nott'm Forest,FWD,5.2,7,INJURY
Kusi-Asare,Fulham,FWD,4.5,4,INJURY
Barnes,Burnley,FWD,4.2,2,INJURY
Solanke,Spurs,FWD,7.2,2,INJURY
Marshall,West Ham,FWD,4.3,2,INJURY
Havertz,Arsenal,FWD,7.3,1,OK
Scarlett,Spurs,FWD,4.3,1,OK
Pablo,West Ham,FWD,5.5,1,OK
Amdouni,Burnley,FWD,4.8,0,INJURY
Marsh,Crystal Palace,FWD,4.5,0,INJURY
Casey,Man City,FWD,4.5,0,OK
Graham,Everton,FWD,4.5,0,OK
Gray,Leeds,FWD,4.5,0,INJURY
Danns,Liverpool,FWD,4.3,0,INJURY
