Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Roefs,Sunderland,GKP,4.9,95,OK,19.39,5.0,1.0,95.0,SUN,1147.4761904761904,1186.4285714285713,1186.4285714285713,0.08
Pickford,Everton,GKP,5.6,90,OK,16.07,4.0,1.0,90.0,EVE,1159.4761904761901,1179.904761904762,1179.904761904762,0.08
Raya,Arsenal,GKP,5.9,86,OK,14.58,7.0,1.0,86.0,ARS,1128.2857142857142,1184.904761904762,1184.904761904762,0.07
Kelleher,Brentford,GKP,4.5,81,OK,18.0,15.0,1.0,81.0,BRE,1184.6666666666667,1184.4761904761904,1184.4761904761904,0.07
Henderson,Crystal Palace,GKP,5.1,79,OK,15.49,9.0,1.0,79.0,CRY,1142.4285714285713,1194.6666666666665,1194.6666666666665,0.07
Vicario,Spurs,GKP,4.8,75,OK,15.62,3.0,1.0,75.0,TOT,1106.904761904762,1152.6666666666667,1152.6666666666667,0.07
Sánchez,Chelsea,GKP,4.9,74,OK,15.1,2.0,1.0,74.0,CHE,1118.8095238095239,1185.1904761904761,1185.1904761904761,0.06
Donnarumma,Man City,GKP,5.7,69,OK,12.11,3.0,1.0,69.0,MCI,1149.5714285714284,1191.904761904762,1191.904761904762,0.06
Verbruggen,Brighton,GKP,4.5,68,OK,15.11,10.0,1.0,68.0,BHA,1144.7142857142858,1174.9999999999998,1174.9999999999998,0.06
Pope,Newcastle,GKP,5.1,65,OK,12.75,8.0,1.0,65.0,NEW,1117.857142857143,1181.3333333333333,1181.3333333333333,0.06
Martinez,Aston Villa,GKP,5.0,64,DOUBT,12.8,4.0,1.0,64.0,AVL,1153.4285714285713,1161.0,1161.0,0.06
Leno,Fulham,GKP,4.9,64,OK,13.06,4.0,1.0,64.0,FUL,1132.5238095238096,1203.1904761904764,1203.1904761904764,0.05
Dúbravka,Burnley,GKP,4.0,63,OK,15.75,4.0,1.0,63.0,BUR,1168.095238095238,1239.0,1239.0,0.05
A.Becker,Liverpool,GKP,5.4,62,OK,11.48,11.0,1.0,62.0,LIV,1103.1904761904761,1165.7619047619046,1165.7619047619046,0.05
Petrović,Bournemouth,GKP,4.5,57,OK,12.67,2.0,1.0,57.0,BOU,1144.1904761904761,1200.6666666666667,1200.6666666666667,0.05
Sels,Nott'm Forest,GKP,4.6,44,OK,9.57,4.0,1.0,44.0,NFO,1226.0000000000002,1204.2380952380952,1204.2380952380952,0.04
Areola,West Ham,GKP,4.3,44,OK,10.23,4.0,1.0,44.0,WHU,1160.0952380952378,1174.6666666666667,1174.6666666666667,0.04
Perri,Leeds,GKP,4.5,43,OK,9.56,3.0,1.0,43.0,LEE,1149.857142857143,1147.904761904762,1147.904761904762,0.04
Lammens,Man Utd,GKP,5.0,41,OK,8.2,3.0,1.0,41.0,MUN,1221.857142857143,1243.333333333333,1243.333333333333,0.03
Johnstone,Wolves,GKP,4.4,21,OK,4.77,0.0,1.0,21.0,WOL,1183.5714285714284,1234.904761904762,1234.904761904762,0.02
Mamardashvili,Liverpool,GKP,4.2,19,OK,4.52,0.0,1.0,19.0,LIV,1103.1904761904761,1165.7619047619046,1165.7619047619046,0.02
José Sá,Wolves,GKP,4.2,19,OK,4.52,7.0,1.0,19.0,WOL,1183.5714285714284,1234.904761904762,1234.904761904762,0.02
M.Bizot,Aston Villa,GKP,4.2,11,OK,2.62,2.0,1.0,11.0,AVL,1153.4285714285713,1161.0,1161.0,0.01
Trafford,Man City,GKP,4.5,11,OK,2.44,0.0,1.0,11.0,MCI,1149.5714285714284,1191.904761904762,1191.904761904762,0.01
Bayindir,Man Utd,GKP,4.7,11,OK,2.34,0.0,1.0,11.0,MUN,1221.857142857143,1243.333333333333,1243.333333333333,0.01
Ramsdale,Newcastle,GKP,4.8,11,OK,2.29,0.0,1.0,11.0,NEW,1117.857142857143,1181.3333333333333,1181.3333333333333,0.01
John,Nott'm Forest,GKP,4.0,11,DOUBT,2.75,1.0,1.0,11.0,NFO,1226.0000000000002,1204.2380952380952,1204.2380952380952,0.01
Darlow,Leeds,GKP,3.9,10,OK,2.56,0.0,1.0,10.0,LEE,1149.857142857143,1147.904761904762,1147.904761904762,0.01
Hermansen,West Ham,GKP,4.2,9,OK,2.14,0.0,1.0,9.0,WHU,1160.0952380952378,1174.6666666666667,1174.6666666666667,0.01
Jörgensen,Chelsea,GKP,4.3,3,OK,0.7,2.0,1.0,3.0,CHE,1118.8095238095239,1185.1904761904761,1185.1904761904761,0.0
Gabriel,Arsenal,DEF,6.6,112,OK,16.97,112.0,1.0,112.0,ARS,1128.2857142857142,1184.904761904762,1184.904761904762,0.09
Guéhi,Crystal Palace,DEF,4.6,105,OK,22.83,8.0,1.0,105.0,CRY,1142.4285714285713,1194.6666666666665,1194.6666666666665,0.09
J.Timber,Arsenal,DEF,6.3,104,OK,16.51,9.0,1.0,104.0,ARS,1128.2857142857142,1184.904761904762,1184.904761904762,0.09
Chalobah,Chelsea,DEF,5.3,102,OK,19.25,8.0,1.0,102.0,CHE,1118.8095238095239,1185.1904761904761,1185.1904761904761,0.09
Tarkowski,Everton,DEF,5.6,100,OK,17.86,6.0,1.0,100.0,EVE,1159.4761904761901,1179.904761904762,1179.904761904762,0.08
Lacroix,Crystal Palace,DEF,5.1,98,OK,19.22,11.0,1.0,98.0,CRY,1142.4285714285713,1194.6666666666665,1194.6666666666665,0.08
Rúben,Man City,DEF,5.7,95,DOUBT,16.67,5.0,1.0,95.0,MCI,1149.5714285714284,1191.904761904762,1191.904761904762,0.08
Matheus N.,Man City,DEF,5.5,94,OK,17.09,3.0,1.0,94.0,MCI,1149.5714285714284,1191.904761904762,1191.904761904762,0.08
Mukiele,Sunderland,DEF,4.4,92,OK,20.91,7.0,1.0,92.0,SUN,1147.4761904761904,1186.4285714285713,1186.4285714285713,0.08
