Surname,Team,Position,Price,TP,Status
Gabriel,Arsenal,DEF,6.6,112,OK
Guéhi,Crystal Palace,DEF,4.6,105,OK
J.Timber,Arsenal,DEF,6.3,104,OK
Chalobah,Chelsea,DEF,5.3,102,OK
Tarkowski,Everton,DEF,5.6,100,OK
Lacroix,Crystal Palace,DEF,5.1,98,OK
Keane,Everton,DEF,4.8,96,INJURY
Rúben,Man City,DEF,5.7,95,DOUBT
Matheus N.,Man City,DEF,5.5,94,OK
Mukiele,Sunderland,DEF,4.4,92,OK
Collins,Brentford,DEF,5.0,89,INJURY
Muñoz,Crystal Palace,DEF,5.8,89,INJURY
Van de Ven,Spurs,DEF,4.6,89,OK
Senesi,Bournemouth,DEF,4.6,88,OK
Cash,Aston Villa,DEF,4.8,87,OK
Mitchell,Crystal Palace,DEF,5.0,84,OK
James,Chelsea,DEF,5.7,83,OK
Virgil,Liverpool,DEF,5.9,79,OK
Konaté,Liverpool,DEF,5.4,79,OK
O'Reilly,Man City,DEF,5.3,79,OK
Van Hecke,Brighton,DEF,4.5,78,OK
Calafiori,Arsenal,DEF,5.6,77,INJURY
Gvardiol,Man City,DEF,6.0,77,DOUBT
Ballard,Sunderland,DEF,4.6,77,OK
Alderete,Sunderland,DEF,4.1,77,OK
Andersen,Fulham,DEF,4.6,76,OK
Richards,Crystal Palace,DEF,4.4,75,INJURY
Thiaw,Newcastle,DEF,5.1,75,OK
Pedro Porro,Spurs,DEF,5.2,74,OK
Gusto,Chelsea,DEF,5.0,73,OK
Romero,Spurs,DEF,5.0,73,OK
Cucurella,Chelsea,DEF,6.0,69,OK
Truffert,Bournemouth,DEF,4.5,67,OK
O'Brien,Everton,DEF,4.9,67,OK
Burn,Newcastle,DEF,5.0,67,INJURY
Lewis-Potter,Brentford,DEF,4.9,65,OK
Tete,Fulham,DEF,4.5,65,OK
Dalot,Man Utd,DEF,4.5,65,INJURY
Hume,Sunderland,DEF,4.5,65,OK
Digne,Aston Villa,DEF,4.5,64,OK
Kayode,Brentford,DEF,4.5,63,OK
Konsa,Aston Villa,DEF,4.4,62,OK
Saliba,Arsenal,DEF,5.9,61,OK
N.Williams,Nott'm Forest,DEF,4.7,59,OK
Struijk,Leeds,DEF,4.3,58,OK
Rodon,Leeds,DEF,3.9,58,OK
F.Kadıoğlu,Brighton,DEF,4.4,56,OK
Mykolenko,Everton,DEF,4.9,56,OK
Bassey,Fulham,DEF,4.4,55,OK
Spence,Spurs,DEF,4.3,53,OK
Van den Berg,Brentford,DEF,4.5,52,OK
Kerkez,Bournemouth,DEF,5.6,52,OK
Milenković,Fulham,DEF,5.1,52,OK
Dorgu,Man Utd,DEF,4.2,51,OK
Schär,Newcastle,DEF,5.3,51,INJURY
De Cuyper,Brighton,DEF,4.3,49,OK
Gudmundsson,Leeds,DEF,3.8,49,OK
Livramento,Newcastle,DEF,4.9,48,DOUBT
Dunk,Brighton,DEF,4.5,48,OK
Shaw,Man Utd,DEF,4.5,47,OK
Hartman,Burnley,DEF,4.0,46,OK
Bogle,Leeds,DEF,4.4,45,OK
Diouf,West Ham,DEF,4.0,44,OK
