Surname,Team,Position,Price,TP,Status
Gabriel,Arsenal,DEF,7.2,164,OK
J.Timber,Arsenal,DEF,6.3,148,OK
Tarkowski,Everton,DEF,5.7,136,OK
Guéhi,Man City,DEF,5.2,133,OK
Virgil,Liverpool,DEF,6.2,130,OK
Chalobah,Chelsea,DEF,5.6,129,OK
Senesi,Bournemouth,DEF,5.0,126,OK
Matheus N.,Man City,DEF,5.4,126,OK
O'Reilly,Man City,DEF,5.1,123,OK
Lacroix,Crystal Palace,DEF,5.1,119,OK
Mukiele,Sunderland,DEF,4.5,115,DOUBT
Ballard,Sunderland,DEF,4.6,114,OK
Rúben,Man City,DEF,5.5,112,OK
James,Chelsea,DEF,5.6,111,OK
Konaté,Liverpool,DEF,5.5,111,OK
Muñoz,Crystal Palace,DEF,5.9,109,DOUBT
Mitchell,Crystal Palace,DEF,5.0,108,OK
Truffert,Bournemouth,DEF,4.6,107,OK
Van Hecke,Brighton,DEF,4.4,107,OK
Keane,Everton,DEF,4.6,107,OK
Thiaw,Newcastle,DEF,5.0,105,OK
Richards,Crystal Palace,DEF,4.4,104,OK
Cash,Aston Villa,DEF,4.8,100,DOUBT
Alderete,Sunderland,DEF,4.1,100,OK
Collins,Brentford,DEF,4.9,99,OK
Van de Ven,Spurs,DEF,4.4,97,INJURY
Saliba,Arsenal,DEF,6.1,96,DOUBT
Dalot,Man Utd,DEF,4.6,95,OK
O'Brien,Everton,DEF,4.9,93,OK
Andersen,Fulham,DEF,4.5,93,OK
