Surname,Team,Position,Price,TP,Status
Raya,Arsenal,GKP,6.0,122,OK
Pickford,Everton,GKP,5.6,117,OK
Henderson,Crystal Palace,GKP,5.0,115,OK
Roefs,Sunderland,GKP,4.9,110,DOUBT
Kelleher,Brentford,GKP,4.7,104,OK
Donnarumma,Man City,GKP,5.6,102,OK
Martinez,Aston Villa,GKP,5.1,97,OK
Sánchez,Chelsea,GKP,4.9,97,OK
Petrović,Bournemouth,GKP,4.5,94,OK
Verbruggen,Brighton,GKP,4.5,91,OK
A.Becker,Liverpool,GKP,5.4,85,OK
Vicario,Spurs,GKP,4.7,85,OK
Pope,Newcastle,GKP,5.1,82,OK
Dúbravka,Burnley,GKP,4.0,80,OK
Leno,Fulham,GKP,4.9,79,OK
Lammens,Man Utd,GKP,5.0,72,OK
Sels,Nott'm Forest,GKP,4.6,64,OK
José Sá,Wolves,GKP,4.2,56,OK
Areola,West Ham,GKP,4.3,51,OK
Perri,Leeds,GKP,4.5,43,OK
Hermansen,West Ham,GKP,4.2,40,OK
Darlow,Leeds,GKP,3.9,30,OK
Johnstone,Wolves,GKP,4.4,21,OK
Mamardashvili,Liverpool,GKP,4.1,19,OK
Ramsdale,Newcastle,GKP,4.8,14,OK
M.Bizot,Aston Villa,GKP,4.2,11,OK
Trafford,Man City,GKP,4.5,11,OK
Bayindir,Man Utd,GKP,4.7,11,OK
Ortega Moreno,Nott'm Forest,GKP,4.7,11,DOUBT
John,Nott'm Forest,GKP,4.0,11,INJURY
