Surname,Team,Position,Price,TP,Status
Raya,Arsenal,GKP,6.0,66,OK
Pickford,Everton,GKP,5.5,66,OK
Roefs,Sunderland,GKP,4.7,64,OK
Henderson,Crystal Palace,GKP,5.1,63,OK
Sánchez,Chelsea,GKP,4.8,57,OK
Vicario,Spurs,GKP,4.9,57,OK
Pope,Newcastle,GKP,5.1,55,INJURY
Martinez,Aston Villa,GKP,5.1,54,OK
Petrović,Bournemouth,GKP,4.5,52,OK
Verbruggen,Brighton,GKP,4.4,44,OK
Dúbravka,Burnley,GKP,4.0,43,OK
Donnarumma,Man City,GKP,5.7,43,OK
Leno,Fulham,GKP,4.9,42,OK
Kelleher,Brentford,GKP,4.5,40,OK
Sels,Nott'm Forest,GKP,4.7,40,OK
A.Becker,Liverpool,GKP,5.4,32,OK
Areola,West Ham,GKP,4.3,32,OK
Perri,Leeds,GKP,4.5,25,OK
Lammens,Man Utd,GKP,5.1,24,OK
Johnstone,Wolves,GKP,4.5,22,OK
Mamardashvili,Liverpool,GKP,4.3,19,OK
Trafford,Man City,GKP,4.6,11,OK
Bayindir,Man Utd,GKP,4.8,11,OK
Darlow,Leeds,GKP,3.9,10,OK
Hermansen,West Ham,GKP,4.3,9,OK
M.Bizot,Aston Villa,GKP,4.3,8,OK
Ramsdale,Newcastle,GKP,4.8,5,OK
José Sá,Wolves,GKP,4.3,5,OK
Jörgensen,Chelsea,GKP,4.3,1,OK
Arrizabalaga,Arsenal,GKP,4.1,0,OK
