Surname,Team,Position,Price,TP,Status
Guehi,Crystal Palace,DEF,5.2,91,DOUBT
Muñoz,Crystal Palace,DEF,6.1,89,OK
Chalobah,Chelsea,DEF,5.3,82,OK
Gabriel,Arsenal,DEF,6.2,81,INJURY
Lacroix,Crystal Palace,DEF,5.1,80,OK
J.Timber,Arsenal,DEF,6.5,78,OK
Keane,Everton,DEF,4.6,76,OK
Cash,Aston Villa,DEF,4.8,73,OK
Tarkowski,Everton,DEF,5.4,73,OK
Richards,Crystal Palace,DEF,4.6,72,OK
Calafiori,Arsenal,DEF,5.8,71,INJURY
Senesi,Bournemouth,DEF,5.0,71,OK
Mitchell,Crystal Palace,DEF,5.0,70,OK
Rúben,Man City,DEF,5.6,67,OK
Burn,Newcastle,DEF,5.1,66,OK
Van Hecke,Brighton,DEF,4.5,65,OK
Van de Ven,Spurs,DEF,4.7,64,OK
Cucurella,Chelsea,DEF,6.2,63,OK
O'Reilly,Man City,DEF,5.2,62,OK
James,Chelsea,DEF,5.6,61,OK
Ballard,Sunderland,DEF,4.6,58,OK
Romero,Spurs,DEF,5.0,58,OK
Matheus N.,Man City,DEF,5.3,57,OK
Truffert,Bournemouth,DEF,4.5,56,OK
Virgil,Liverpool,DEF,6.0,56,OK
Mukiele,Sunderland,DEF,4.2,56,OK
Andersen,Fulham,DEF,4.5,54,OK
Gvardiol,Man City,DEF,5.9,53,OK
Pedro Porro,Spurs,DEF,5.3,53,OK
Rodon,Leeds,DEF,4.1,52,OK
Konaté,Liverpool,DEF,5.4,52,OK
Digne,Aston Villa,DEF,4.5,51,OK
Gusto,Chelsea,DEF,4.9,50,OK
Alderete,Sunderland,DEF,4.0,50,OK
Thiaw,Newcastle,DEF,5.0,49,OK
O'Brien,Everton,DEF,4.9,48,OK
Tete,Fulham,DEF,4.5,47,OK
Konsa,Aston Villa,DEF,4.4,46,OK
Bassey,Fulham,DEF,4.5,46,OK
Dalot,Man Utd,DEF,4.4,45,OK
Livramento,Newcastle,DEF,4.9,45,OK
Hume,Sunderland,DEF,4.5,45,OK
Diouf,West Ham,DEF,4.2,44,OK
De Ligt,Man Utd,DEF,5.0,43,OK
N.Williams,Nott'm Forest,DEF,4.7,43,OK
Hartman,Burnley,DEF,4.0,42,OK
Saliba,Arsenal,DEF,6.0,41,DOUBT
Estève,Burnley,DEF,3.9,41,OK
Diakité,Bournemouth,DEF,4.4,41,OK
Collins,Brentford,DEF,4.9,41,OK
Van den Berg,Brentford,DEF,4.5,41,OK
De Cuyper,Brighton,DEF,4.3,40,OK
Pau,Aston Villa,DEF,4.3,39,OK
Kayode,Brentford,DEF,4.5,38,OK
Mykolenko,Everton,DEF,4.9,38,OK
Dunk,Brighton,DEF,4.5,37,OK
Spence,Spurs,DEF,4.4,37,OK
Walker,Burnley,DEF,4.4,34,INJURY
Bogle,Leeds,DEF,4.4,34,DOUBT
Shaw,Man Utd,DEF,4.5,34,OK
