Surname,Team,Position,Price,TP,Status
Raya,Arsenal,GKP,6.0,109,OK
Pickford,Everton,GKP,5.6,108,OK
Roefs,Sunderland,GKP,4.9,107,OK
Kelleher,Brentford,GKP,4.6,96,OK
Sánchez,Chelsea,GKP,4.9,93,OK
Henderson,Crystal Palace,GKP,5.0,93,OK
Martinez,Aston Villa,GKP,5.0,92,OK
Donnarumma,Man City,GKP,5.6,91,OK
Vicario,Spurs,GKP,4.7,83,OK
Verbruggen,Brighton,GKP,4.5,79,OK
Pope,Newcastle,GKP,5.1,79,OK
Dúbravka,Burnley,GKP,4.0,76,OK
Petrović,Bournemouth,GKP,4.5,76,OK
A.Becker,Liverpool,GKP,5.4,75,OK
Leno,Fulham,GKP,4.9,72,OK
Sels,Nott'm Forest,GKP,4.6,61,INJURY
Lammens,Man Utd,GKP,5.0,59,OK
Areola,West Ham,GKP,4.3,51,OK
Perri,Leeds,GKP,4.5,43,OK
José Sá,Wolves,GKP,4.2,43,OK
Darlow,Leeds,GKP,3.9,23,OK
Hermansen,West Ham,GKP,4.2,21,OK
Johnstone,Wolves,GKP,4.4,21,OK
Mamardashvili,Liverpool,GKP,4.1,19,OK
M.Bizot,Aston Villa,GKP,4.2,11,INJURY
Trafford,Man City,GKP,4.5,11,OK
Bayindir,Man Utd,GKP,4.7,11,OK
Ramsdale,Newcastle,GKP,4.8,11,OK
John,Nott'm Forest,GKP,4.0,11,INJURY
Ortega Moreno,Nott'm Forest,GKP,4.7,8,OK
