Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Roefs,Sunderland,GKP,4.8,73,OK,15.21,10.0,1.0,73.0,SUN,1135.9909502262446,1189.190045248869,1189.190045248869,0.06
Raya,Arsenal,GKP,6.0,68,OK,11.33,2.0,1.0,68.0,ARS,1149.1447963800906,1176.1674208144796,1176.1674208144796,0.06
Pickford,Everton,GKP,5.5,68,OK,12.36,8.0,1.0,68.0,EVE,1210.6923076923078,1179.5429864253397,1179.5429864253397,0.06
Henderson,Crystal Palace,GKP,5.1,64,OK,12.55,4.0,1.0,64.0,CRY,1132.366515837104,1187.285067873303,1187.285067873303,0.05
Sánchez,Chelsea,GKP,4.9,63,OK,12.86,16.0,1.0,63.0,CHE,1180.8597285067872,1206.4117647058824,1206.4117647058824,0.05
Vicario,Spurs,GKP,4.9,59,OK,12.04,8.0,1.0,59.0,TOT,1179.5972850678731,1226.0226244343892,1226.0226244343892,0.05
Martinez,Aston Villa,GKP,5.1,54,DOUBT,10.59,0.0,1.0,54.0,AVL,1195.2171945701357,1222.2941176470586,1222.2941176470586,0.04
Petrović,Bournemouth,GKP,4.5,53,OK,11.78,8.0,1.0,53.0,BOU,1093.3393665158371,1165.9773755656108,1165.9773755656108,0.05
Donnarumma,Man City,GKP,5.7,50,OK,8.77,13.0,1.0,50.0,MCI,1101.2171945701357,1159.552036199095,1159.552036199095,0.04
Verbruggen,Brighton,GKP,4.4,45,OK,10.23,4.0,1.0,45.0,BHA,1192.131221719457,1191.5972850678731,1191.5972850678731,0.04
Leno,Fulham,GKP,4.9,45,OK,9.18,5.0,1.0,45.0,FUL,1114.9773755656108,1145.4796380090502,1145.4796380090502,0.04
Dúbravka,Burnley,GKP,4.0,44,OK,11.0,4.0,1.0,44.0,BUR,1176.389140271493,1168.6018099547512,1168.6018099547512,0.04
Kelleher,Brentford,GKP,4.5,43,OK,9.56,5.0,1.0,43.0,BRE,1098.9230769230771,1174.262443438914,1174.262443438914,0.04
Sels,Nott'm Forest,GKP,4.7,40,DOUBT,8.51,2.0,1.0,40.0,NFO,1174.1764705882351,1176.0271493212667,1176.0271493212667,0.03
A.Becker,Liverpool,GKP,5.4,39,OK,7.22,8.0,1.0,39.0,LIV,1126.285067873303,1157.9095022624435,1157.9095022624435,0.03
Areola,West Ham,GKP,4.3,33,OK,7.67,4.0,1.0,33.0,WHU,1143.7194570135746,1255.5294117647059,1255.5294117647059,0.03
Perri,Leeds,GKP,4.5,27,OK,6.0,4.0,1.0,27.0,LEE,1172.1764705882354,1218.0859728506787,1218.0859728506787,0.02
Lammens,Man Utd,GKP,5.1,25,OK,4.9,3.0,1.0,25.0,MUN,1170.2217194570135,1178.2895927601808,1178.2895927601808,0.02
Johnstone,Wolves,GKP,4.5,21,OK,4.67,0.0,1.0,21.0,WOL,1155.10407239819,1229.9004524886877,1229.9004524886877,0.02
Mamardashvili,Liverpool,GKP,4.3,19,OK,4.42,0.0,1.0,19.0,LIV,1126.285067873303,1157.9095022624435,1157.9095022624435,0.02
Trafford,Man City,GKP,4.6,11,OK,2.39,0.0,1.0,11.0,MCI,1101.2171945701357,1159.552036199095,1159.552036199095,0.01
Bayindir,Man Utd,GKP,4.8,11,OK,2.29,0.0,1.0,11.0,MUN,1170.2217194570135,1178.2895927601808,1178.2895927601808,0.01
Darlow,Leeds,GKP,3.9,10,OK,2.56,0.0,1.0,10.0,LEE,1172.1764705882354,1218.0859728506787,1218.0859728506787,0.01
M.Bizot,Aston Villa,GKP,4.2,9,OK,2.14,1.0,1.0,9.0,AVL,1195.2171945701357,1222.2941176470586,1222.2941176470586,0.01
Hermansen,West Ham,GKP,4.3,9,OK,2.09,0.0,1.0,9.0,WHU,1143.7194570135746,1255.5294117647059,1255.5294117647059,0.01
Ramsdale,Newcastle,GKP,4.8,7,OK,1.46,4.0,1.0,7.0,NEW,1163.3257918552035,1191.4660633484164,1191.4660633484164,0.01
John,Nott'm Forest,GKP,4.0,6,OK,1.5,6.0,1.0,6.0,NFO,1174.1764705882351,1176.0271493212667,1176.0271493212667,0.01
José Sá,Wolves,GKP,4.2,5,OK,1.19,0.0,1.0,5.0,WOL,1155.10407239819,1229.9004524886877,1229.9004524886877,0.0
Jörgensen,Chelsea,GKP,4.3,1,OK,0.23,0.0,1.0,1.0,CHE,1180.8597285067872,1206.4117647058824,1206.4117647058824,0.0
Guéhi,Crystal Palace,DEF,4.6,92,OK,20.0,92.0,1.0,92.0,CRY,1132.366515837104,1187.285067873303,1187.285067873303,0.08
Muñoz,Crystal Palace,DEF,5.9,81,OK,13.73,-8.0,1.0,81.0,CRY,1132.366515837104,1187.285067873303,1187.285067873303,0.07
Lacroix,Crystal Palace,DEF,5.2,81,OK,15.58,3.0,1.0,81.0,CRY,1132.366515837104,1187.285067873303,1187.285067873303,0.07
J.Timber,Arsenal,DEF,5.6,80,OK,14.29,2.0,1.0,80.0,ARS,1149.1447963800906,1176.1674208144796,1176.1674208144796,0.07
Keane,Everton,DEF,4.6,77,DOUBT,16.74,10.0,1.0,77.0,EVE,1210.6923076923078,1179.5429864253397,1179.5429864253397,0.07
Rúben,Man City,DEF,5.6,75,OK,13.39,22.0,1.0,75.0,MCI,1101.2171945701357,1159.552036199095,1159.552036199095,0.06
Tarkowski,Everton,DEF,5.5,74,OK,13.45,10.0,1.0,74.0,EVE,1210.6923076923078,1179.5429864253397,1179.5429864253397,0.06
Cash,Aston Villa,DEF,4.9,73,OK,14.9,1.0,1.0,73.0,AVL,1195.2171945701357,1222.2941176470586,1222.2941176470586,0.06
Richards,Crystal Palace,DEF,4.6,73,OK,15.87,5.0,1.0,73.0,CRY,1132.366515837104,1187.285067873303,1187.285067873303,0.06
Senesi,Bournemouth,DEF,4.6,72,OK,15.65,9.0,1.0,72.0,BOU,1093.3393665158371,1165.9773755656108,1165.9773755656108,0.06
Calafiori,Arsenal,DEF,5.7,71,OK,12.46,0.0,1.0,71.0,ARS,1149.1447963800906,1176.1674208144796,1176.1674208144796,0.06
Mitchell,Crystal Palace,DEF,5.0,71,OK,14.2,3.0,1.0,71.0,CRY,1132.366515837104,1187.285067873303,1187.285067873303,0.06
Cucurella,Chelsea,DEF,6.2,69,OK,11.13,12.0,1.0,69.0,CHE,1180.8597285067872,1206.4117647058824,1206.4117647058824,0.06
Gusto,Chelsea,DEF,4.9,68,OK,13.88,25.0,1.0,68.0,CHE,1180.8597285067872,1206.4117647058824,1206.4117647058824,0.06
Matheus N.,Man City,DEF,5.3,68,OK,12.83,17.0,1.0,68.0,MCI,1101.2171945701357,1159.552036199095,1159.552036199095,0.06
O'Reilly,Man City,DEF,5.3,68,OK,12.83,12.0,1.0,68.0,MCI,1101.2171945701357,1159.552036199095,1159.552036199095,0.06
James,Chelsea,DEF,5.6,67,OK,11.96,12.0,1.0,67.0,CHE,1180.8597285067872,1206.4117647058824,1206.4117647058824,0.06
Burn,Newcastle,DEF,5.2,67,DOUBT,12.88,8.0,1.0,67.0,NEW,1163.3257918552035,1191.4660633484164,1191.4660633484164,0.06
Van Hecke,Brighton,DEF,4.5,66,OK,14.67,6.0,1.0,66.0,BHA,1192.131221719457,1191.5972850678731,1191.5972850678731,0.06
Ballard,Sunderland,DEF,4.6,66,OK,14.35,9.0,1.0,66.0,SUN,1135.9909502262446,1189.190045248869,1189.190045248869,0.06
Van de Ven,Spurs,DEF,4.6,65,OK,14.13,7.0,1.0,65.0,TOT,1179.5972850678731,1226.0226244343892,1226.0226244343892,0.05
