Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score,SPP,Final_Score
Roefs,Sunderland,GKP,4.8,73,OK,15.21,10.0,1.0,73.0,SUN,1135.9909502262446,1189.190045248869,1189.190045248869,0.06,0.0,0.0672726788452538
Raya,Arsenal,GKP,6.0,68,OK,11.33,2.0,1.0,68.0,ARS,1149.1447963800906,1176.1674208144796,1176.1674208144796,0.06,0.0,0.05900520518749063
Pickford,Everton,GKP,5.5,68,OK,12.36,8.0,1.0,68.0,EVE,1210.6923076923078,1179.5429864253397,1179.5429864253397,0.06,0.0,0.06239704771001881
Henderson,Crystal Palace,GKP,5.1,64,OK,12.55,4.0,1.0,64.0,CRY,1132.366515837104,1187.285067873303,1187.285067873303,0.05,0.0,0.05626281489386029
Sánchez,Chelsea,GKP,4.9,63,OK,12.86,16.0,1.0,63.0,CHE,1180.8597285067872,1206.4117647058824,1206.4117647058824,0.05,0.0,0.06150470525135306
Vicario,Spurs,GKP,4.9,59,OK,12.04,8.0,1.0,59.0,TOT,1179.5972850678731,1226.0226244343892,1226.0226244343892,0.05,0.0,0.05269070791397706
Martinez,Aston Villa,GKP,5.1,54,DOUBT,10.59,0.0,1.0,54.0,AVL,1195.2171945701357,1222.2941176470586,1222.2941176470586,0.04,0.0,0.04417921940420618
Petrović,Bournemouth,GKP,4.5,53,OK,11.78,8.0,1.0,53.0,BOU,1093.3393665158371,1165.9773755656108,1165.9773755656108,0.05,0.0,0.05025826506416849
Donnarumma,Man City,GKP,5.7,50,OK,8.77,13.0,1.0,50.0,MCI,1101.2171945701357,1159.552036199095,1159.552036199095,0.04,0.0,0.05096795844861294
Verbruggen,Brighton,GKP,4.4,45,OK,10.23,4.0,1.0,45.0,BHA,1192.131221719457,1191.5972850678731,1191.5972850678731,0.04,0.0,0.04011422365508102
Leno,Fulham,GKP,4.9,45,OK,9.18,5.0,1.0,45.0,FUL,1114.9773755656108,1145.4796380090502,1145.4796380090502,0.04,0.0,0.04234034232533151
Dúbravka,Burnley,GKP,4.0,44,OK,11.0,4.0,1.0,44.0,BUR,1176.389140271493,1168.6018099547512,1168.6018099547512,0.04,0.0,0.04004785856168759
Kelleher,Brentford,GKP,4.5,43,OK,9.56,5.0,1.0,43.0,BRE,1098.9230769230771,1174.262443438914,1174.262443438914,0.04,0.0,0.03959932488671044
Sels,Nott'm Forest,GKP,4.7,40,DOUBT,8.51,2.0,1.0,40.0,NFO,1174.1764705882351,1176.0271493212667,1176.0271493212667,0.03,0.0,0.035203268924440756
A.Becker,Liverpool,GKP,5.4,39,OK,7.22,8.0,1.0,39.0,LIV,1126.285067873303,1157.9095022624435,1157.9095022624435,0.03,0.0,0.038517690642365314
Areola,West Ham,GKP,4.3,33,OK,7.67,4.0,1.0,33.0,WHU,1143.7194570135746,1255.529411764706,1255.529411764706,0.03,0.0,0.02851386806596701
Perri,Leeds,GKP,4.5,27,OK,6.0,4.0,1.0,27.0,LEE,1172.1764705882354,1218.085972850679,1218.085972850679,0.02,0.0,0.02446461141840362
Lammens,Man Utd,GKP,5.1,25,OK,4.9,3.0,1.0,25.0,MUN,1170.2217194570137,1178.2895927601808,1178.2895927601808,0.02,0.0,0.022999439328422983
Johnstone,Wolves,GKP,4.5,21,OK,4.67,0.0,1.0,21.0,WOL,1155.10407239819,1229.9004524886875,1229.9004524886875,0.02,0.0,0.017074552625382627
