Surname,Team,Position,Price,TP,Status
Guéhi,Crystal Palace,DEF,4.6,92,OK
Chalobah,Chelsea,DEF,5.3,82,INJURY
Muñoz,Crystal Palace,DEF,5.9,81,OK
Gabriel,Arsenal,DEF,6.2,81,INJURY
Lacroix,Crystal Palace,DEF,5.2,81,OK
J.Timber,Arsenal,DEF,5.6,80,OK
Keane,Everton,DEF,4.6,77,DOUBT
Rúben,Man City,DEF,5.6,75,OK
Tarkowski,Everton,DEF,5.5,74,OK
Cash,Aston Villa,DEF,4.9,73,OK
Richards,Crystal Palace,DEF,4.6,73,OK
Senesi,Bournemouth,DEF,4.6,72,OK
Calafiori,Arsenal,DEF,5.7,71,OK
Mitchell,Crystal Palace,DEF,5.0,71,OK
Cucurella,Chelsea,DEF,6.2,69,OK
Gusto,Chelsea,DEF,4.9,68,OK
Matheus N.,Man City,DEF,5.3,68,OK
O'Reilly,Man City,DEF,5.3,68,OK
James,Chelsea,DEF,5.6,67,OK
Burn,Newcastle,DEF,5.2,67,DOUBT
Van Hecke,Brighton,DEF,4.5,66,OK
Ballard,Sunderland,DEF,4.6,66,OK
Van de Ven,Spurs,DEF,4.6,65,OK
Mukiele,Sunderland,DEF,4.2,64,OK
Virgil,Liverpool,DEF,5.9,62,OK
Konaté,Liverpool,DEF,5.4,61,OK
Gvardiol,Man City,DEF,5.9,61,OK
Romero,Spurs,DEF,5.0,59,OK
Alderete,Sunderland,DEF,4.0,57,OK
Truffert,Bournemouth,DEF,4.5,56,OK
Andersen,Fulham,DEF,4.6,56,OK
Bassey,Fulham,DEF,4.5,55,INJURY
Rodon,Leeds,DEF,4.1,54,OK
Pedro Porro,Spurs,DEF,5.3,53,OK
Digne,Aston Villa,DEF,4.5,52,OK
Thiaw,Newcastle,DEF,5.0,52,OK
N.Williams,Nott'm Forest,DEF,4.7,50,OK
O'Brien,Everton,DEF,4.9,49,OK
Tete,Fulham,DEF,4.5,49,OK
Konsa,Aston Villa,DEF,4.4,47,OK
Dalot,Man Utd,DEF,4.4,47,OK
Livramento,Newcastle,DEF,4.9,47,OK
Hartman,Burnley,DEF,4.0,46,OK
Hume,Sunderland,DEF,4.5,46,OK
Collins,Brentford,DEF,4.9,45,OK
Van den Berg,Brentford,DEF,4.5,45,OK
Diouf,West Ham,DEF,4.1,44,INJURY
Saliba,Arsenal,DEF,5.9,43,OK
Kayode,Brentford,DEF,4.5,43,INJURY
De Ligt,Man Utd,DEF,5.0,43,INJURY
Estève,Burnley,DEF,3.9,42,INJURY
Milenković,Fulham,DEF,5.1,42,INJURY
Diakité,Bournemouth,DEF,4.4,41,OK
De Cuyper,Brighton,DEF,4.3,40,OK
Pau,Aston Villa,DEF,4.3,39,INJURY
Mykolenko,Everton,DEF,4.9,39,OK
Dunk,Brighton,DEF,4.5,37,INJURY
Fofana,Chelsea,DEF,4.4,37,OK
Kerkez,Bournemouth,DEF,5.6,37,OK
Reinildo,Sunderland,DEF,3.9,37,OK
