Surname,Team,Position,Price,TP,Status
Roefs,Sunderland,GKP,4.9,95,OK
Pickford,Everton,GKP,5.6,90,OK
Raya,Arsenal,GKP,5.9,86,OK
Kelleher,Brentford,GKP,4.5,81,OK
Henderson,Crystal Palace,GKP,5.1,79,OK
Vicario,Spurs,GKP,4.8,75,OK
Sánchez,Chelsea,GKP,4.9,74,OK
Donnarumma,Man City,GKP,5.7,69,OK
Verbruggen,Brighton,GKP,4.5,68,OK
Pope,Newcastle,GKP,5.1,65,OK
Martinez,Aston Villa,GKP,5.0,64,DOUBT
Leno,Fulham,GKP,4.9,64,OK
Dúbravka,Burnley,GKP,4.0,63,OK
A.Becker,Liverpool,GKP,5.4,62,OK
Petrović,Bournemouth,GKP,4.5,57,OK
Sels,Nott'm Forest,GKP,4.6,44,OK
Areola,West Ham,GKP,4.3,44,OK
Perri,Leeds,GKP,4.5,43,OK
Lammens,Man Utd,GKP,5.0,41,OK
Johnstone,Wolves,GKP,4.4,21,OK
Mamardashvili,Liverpool,GKP,4.2,19,OK
José Sá,Wolves,GKP,4.2,19,OK
M.Bizot,Aston Villa,GKP,4.2,11,OK
Trafford,Man City,GKP,4.5,11,OK
Bayindir,Man Utd,GKP,4.7,11,OK
Ramsdale,Newcastle,GKP,4.8,11,OK
John,Nott'm Forest,GKP,4.0,11,DOUBT
Darlow,Leeds,GKP,3.9,10,OK
Hermansen,West Ham,GKP,4.2,9,OK
Jörgensen,Chelsea,GKP,4.3,3,OK
