Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Van de Ven,Spurs,DEF,4.7,64,OK,13.62,6.0,1.0,64.0,TOT,1164.0361990950225,1211.8642533936652,1211.8642533936652,0.05
Cucurella,Chelsea,DEF,6.2,63,OK,10.16,7.0,1.0,63.0,CHE,1163.8506787330316,1159.6515837104073,1159.6515837104073,0.05
O'Reilly,Man City,DEF,5.2,62,OK,11.92,6.0,1.0,62.0,MCI,1131.2669683257916,1179.9592760181,1179.9592760181,0.05
James,Chelsea,DEF,5.6,61,OK,10.89,6.0,1.0,61.0,CHE,1163.8506787330316,1159.6515837104073,1159.6515837104073,0.05
Ballard,Sunderland,DEF,4.6,58,OK,12.61,5.0,1.0,58.0,SUN,1160.5113122171947,1183.0814479638009,1183.0814479638009,0.05
Romero,Spurs,DEF,5.0,58,OK,11.6,23.0,1.0,58.0,TOT,1164.0361990950225,1211.8642533936652,1211.8642533936652,0.05
Matheus N.,Man City,DEF,5.3,57,OK,10.75,8.0,1.0,57.0,MCI,1131.2669683257916,1179.9592760181,1179.9592760181,0.05
Truffert,Bournemouth,DEF,4.5,56,OK,12.44,10.0,1.0,56.0,BOU,1117.6153846153845,1183.289592760181,1183.289592760181,0.05
Virgil,Liverpool,DEF,6.0,56,OK,9.33,6.0,1.0,56.0,LIV,1121.945701357466,1181.072398190045,1181.072398190045,0.05
Mukiele,Sunderland,DEF,4.2,56,OK,13.33,1.0,1.0,56.0,SUN,1160.5113122171947,1183.0814479638009,1183.0814479638009,0.05
Andersen,Fulham,DEF,4.5,54,OK,12.0,1.0,1.0,54.0,FUL,1106.746606334842,1126.8914027149324,1126.8914027149324,0.05
Gvardiol,Man City,DEF,5.9,53,OK,8.98,12.0,1.0,53.0,MCI,1131.2669683257916,1179.9592760181,1179.9592760181,0.04
Pedro Porro,Spurs,DEF,5.3,53,OK,10.0,6.0,1.0,53.0,TOT,1164.0361990950225,1211.8642533936652,1211.8642533936652,0.04
Rodon,Leeds,DEF,4.1,52,OK,12.68,3.0,1.0,52.0,LEE,1154.8506787330316,1205.2533936651585,1205.2533936651585,0.04
Konaté,Liverpool,DEF,5.4,52,OK,9.63,52.0,1.0,52.0,LIV,1121.945701357466,1181.072398190045,1181.072398190045,0.04
Digne,Aston Villa,DEF,4.5,51,OK,11.33,1.0,1.0,51.0,AVL,1116.343891402715,1171.0950226244343,1171.0950226244343,0.04
Gusto,Chelsea,DEF,4.9,50,OK,10.2,8.0,1.0,50.0,CHE,1163.8506787330316,1159.6515837104073,1159.6515837104073,0.04
Alderete,Sunderland,DEF,4.0,50,OK,12.5,5.0,1.0,50.0,SUN,1160.5113122171947,1183.0814479638009,1183.0814479638009,0.04
Thiaw,Newcastle,DEF,5.0,49,OK,9.8,3.0,1.0,49.0,NEW,1159.2443438914027,1200.3212669683257,1200.3212669683257,0.04
O'Brien,Everton,DEF,4.9,48,OK,9.8,14.0,1.0,48.0,EVE,1216.4343891402714,1190.954751131222,1190.954751131222,0.04
Tete,Fulham,DEF,4.5,47,OK,10.44,3.0,1.0,47.0,FUL,1106.746606334842,1126.8914027149324,1126.8914027149324,0.04
Konsa,Aston Villa,DEF,4.4,46,OK,10.45,3.0,1.0,46.0,AVL,1116.343891402715,1171.0950226244343,1171.0950226244343,0.04
Bassey,Fulham,DEF,4.5,46,OK,10.22,5.0,1.0,46.0,FUL,1106.746606334842,1126.8914027149324,1126.8914027149324,0.04
Dalot,Man Utd,DEF,4.4,45,OK,10.23,45.0,1.0,45.0,MUN,1158.1990950226243,1193.579185520362,1193.579185520362,0.04
Livramento,Newcastle,DEF,4.9,45,OK,9.18,4.0,1.0,45.0,NEW,1159.2443438914027,1200.3212669683257,1200.3212669683257,0.04
Hume,Sunderland,DEF,4.5,45,OK,10.0,3.0,1.0,45.0,SUN,1160.5113122171947,1183.0814479638009,1183.0814479638009,0.04
Diouf,West Ham,DEF,4.2,44,OK,10.48,9.0,1.0,44.0,WHU,1168.8371040723982,1230.076923076923,1230.076923076923,0.04
De Ligt,Man Utd,DEF,5.0,43,OK,8.6,1.0,1.0,43.0,MUN,1158.1990950226243,1193.579185520362,1193.579185520362,0.04
N.Williams,Nott'm Forest,DEF,4.7,43,OK,9.15,9.0,1.0,43.0,NFO,1168.6923076923078,1189.1447963800908,1189.1447963800908,0.04
Hartman,Burnley,DEF,4.0,42,OK,10.5,2.0,1.0,42.0,BUR,1140.606334841629,1147.787330316742,1147.787330316742,0.04
Saliba,Arsenal,DEF,6.0,41,DOUBT,6.83,0.0,1.0,41.0,ARS,1102.945701357466,1144.348416289593,1144.348416289593,0.04
Estève,Burnley,DEF,3.9,41,OK,10.51,7.0,1.0,41.0,BUR,1140.606334841629,1147.787330316742,1147.787330316742,0.04
Diakité,Bournemouth,DEF,4.4,41,OK,9.32,10.0,1.0,41.0,BOU,1117.6153846153845,1183.289592760181,1183.289592760181,0.03
Collins,Brentford,DEF,4.9,41,OK,8.37,4.0,1.0,41.0,BRE,1089.7194570135748,1153.3846153846155,1153.3846153846155,0.04
Van den Berg,Brentford,DEF,4.5,41,OK,9.11,2.0,1.0,41.0,BRE,1089.7194570135748,1153.3846153846155,1153.3846153846155,0.04
De Cuyper,Brighton,DEF,4.3,40,OK,9.3,8.0,1.0,40.0,BHA,1204.2126696832581,1239.3755656108597,1239.3755656108597,0.03
Pau,Aston Villa,DEF,4.3,39,OK,9.07,4.0,1.0,39.0,AVL,1116.343891402715,1171.0950226244343,1171.0950226244343,0.03
Kayode,Brentford,DEF,4.5,38,OK,8.44,1.0,1.0,38.0,BRE,1089.7194570135748,1153.3846153846155,1153.3846153846155,0.03
Mykolenko,Everton,DEF,4.9,38,OK,7.76,38.0,1.0,38.0,EVE,1216.4343891402714,1190.954751131222,1190.954751131222,0.03
Dunk,Brighton,DEF,4.5,37,OK,8.22,1.0,1.0,37.0,BHA,1204.2126696832581,1239.3755656108597,1239.3755656108597,0.03
Spence,Spurs,DEF,4.4,37,OK,8.41,6.0,1.0,37.0,TOT,1164.0361990950225,1211.8642533936652,1211.8642533936652,0.03
Bogle,Leeds,DEF,4.4,34,DOUBT,7.73,34.0,1.0,34.0,LEE,1154.8506787330316,1205.2533936651585,1205.2533936651585,0.03
Shaw,Man Utd,DEF,4.5,34,OK,7.56,3.0,1.0,34.0,MUN,1158.1990950226243,1193.579185520362,1193.579185520362,0.03
B.Fernandes,Man Utd,MID,9.0,85,OK,9.44,22.0,1.0,85.0,MUN,1158.1990950226243,1193.579185520362,1158.1990950226243,0.07
Rice,Arsenal,MID,7.1,84,OK,11.83,9.0,1.0,84.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.08
Semenyo,Bournemouth,MID,7.6,83,OK,10.92,7.0,1.0,83.0,BOU,1117.6153846153845,1183.289592760181,1117.6153846153845,0.07
Bruno G.,Newcastle,MID,6.9,81,OK,11.74,17.0,1.0,81.0,NEW,1159.2443438914027,1200.3212669683257,1159.2443438914027,0.07
Foden,Man City,MID,8.6,77,OK,8.95,29.0,1.0,77.0,MCI,1131.2669683257916,1179.9592760181,1131.2669683257916,0.07
Dewsbury-Hall,Everton,MID,5.1,74,OK,14.51,19.0,1.0,74.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.06
Mbeumo,Man Utd,MID,8.4,72,OK,8.57,10.0,1.0,72.0,MUN,1158.1990950226243,1193.579185520362,1158.1990950226243,0.06
Ndiaye,Everton,MID,6.5,71,OK,10.92,11.0,1.0,71.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.06
Neto,Chelsea,MID,7.3,70,OK,9.59,8.0,1.0,70.0,CHE,1163.8506787330316,1159.6515837104073,1163.8506787330316,0.06
Minteh,Brighton,MID,6.3,69,OK,10.95,5.0,1.0,69.0,BHA,1204.2126696832581,1239.3755656108597,1204.2126696832581,0.06
Enzo,Chelsea,MID,6.6,66,OK,10.0,5.0,1.0,66.0,CHE,1163.8506787330316,1159.6515837104073,1163.8506787330316,0.06
Gravenberch,Liverpool,MID,5.6,66,OK,11.79,10.0,1.0,66.0,LIV,1121.945701357466,1181.072398190045,1121.945701357466,0.06
Gakpo,Liverpool,MID,7.5,65,OK,8.67,3.0,1.0,65.0,LIV,1121.945701357466,1181.072398190045,1121.945701357466,0.06
Xhaka,Sunderland,MID,5.2,65,OK,12.5,6.0,1.0,65.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.06
Kudus,Spurs,MID,6.5,65,OK,10.0,10.0,1.0,65.0,TOT,1164.0361990950225,1211.8642533936652,1164.0361990950225,0.06
Saka,Arsenal,MID,10.2,64,OK,6.27,10.0,1.0,64.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.06
Cullen,Burnley,MID,5.0,63,OK,12.6,6.0,1.0,63.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.06
O.Dango,Brentford,MID,6.0,62,OK,10.33,6.0,1.0,62.0,BRE,1089.7194570135748,1153.3846153846155,1089.7194570135748,0.06
Grealish,Everton,MID,6.6,62,OK,9.39,14.0,1.0,62.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.05
Wilson,Fulham,MID,5.3,62,OK,11.7,16.0,1.0,62.0,FUL,1106.746606334842,1126.8914027149324,1106.746606334842,0.06
Stach,Leeds,MID,4.8,62,OK,12.92,62.0,1.0,62.0,LEE,1154.8506787330316,1205.2533936651585,1154.8506787330316,0.05
Anderson,Nott'm Forest,MID,5.4,62,OK,11.48,6.0,1.0,62.0,NFO,1168.6923076923078,1189.1447963800908,1168.6923076923078,0.05
Rogers,Aston Villa,MID,6.9,61,OK,8.84,8.0,1.0,61.0,AVL,1116.343891402715,1171.0950226244343,1116.343891402715,0.05
Tavernier,Bournemouth,MID,5.5,61,OK,11.09,6.0,1.0,61.0,BOU,1117.6153846153845,1183.289592760181,1117.6153846153845,0.05
Casemiro,Man Utd,MID,5.5,61,OK,11.09,10.0,1.0,61.0,MUN,1158.1990950226243,1193.579185520362,1158.1990950226243,0.05
J.Palhinha,Spurs,MID,5.5,61,OK,11.09,1.0,1.0,61.0,TOT,1164.0361990950225,1211.8642533936652,1164.0361990950225,0.05
Szoboszlai,Liverpool,MID,6.6,59,OK,8.94,10.0,1.0,59.0,LIV,1121.945701357466,1181.072398190045,1121.945701357466,0.05
Doku,Man City,MID,6.6,59,OK,8.94,11.0,1.0,59.0,MCI,1131.2669683257916,1179.9592760181,1131.2669683257916,0.05
Trossard,Arsenal,MID,6.9,58,OK,8.41,6.0,1.0,58.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.05
Anthony,Burnley,MID,5.3,57,OK,10.75,2.0,1.0,57.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.05
Garner,Everton,MID,5.0,56,OK,11.2,6.0,1.0,56.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.05
Sessegnon,Fulham,MID,5.4,56,DOUBT,10.37,2.0,1.0,56.0,FUL,1106.746606334842,1126.8914027149324,1106.746606334842,0.05
E Le Fee,Sunderland,MID,4.9,56,OK,11.43,7.0,1.0,56.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.05
Gibbs-White,Nott'm Forest,MID,7.3,55,OK,7.53,5.0,1.0,55.0,NFO,1168.6923076923078,1189.1447963800908,1168.6923076923078,0.05
Wieffer,Brighton,MID,4.9,54,OK,11.02,10.0,1.0,54.0,BHA,1204.2126696832581,1239.3755656108597,1204.2126696832581,0.04
Iwobi,Fulham,MID,6.4,54,OK,8.44,9.0,1.0,54.0,FUL,1106.746606334842,1126.8914027149324,1106.746606334842,0.05
Merino,Arsenal,MID,6.0,51,OK,8.5,51.0,1.0,51.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.05
Kamara,Aston Villa,MID,4.9,50,OK,10.2,12.0,1.0,50.0,AVL,1116.343891402715,1171.0950226244343,1116.343891402715,0.04
Amad,Man Utd,MID,6.3,49,OK,7.78,8.0,1.0,49.0,MUN,1158.1990950226243,1193.579185520362,1158.1990950226243,0.04
Buendía,Aston Villa,MID,5.3,48,OK,9.06,48.0,1.0,48.0,AVL,1116.343891402715,1171.0950226244343,1116.343891402715,0.04
Wharton,Crystal Palace,MID,5.0,48,OK,9.6,48.0,1.0,48.0,CRY,1163.398190045249,1221.027149321267,1163.398190045249,0.04
Aaronson,Leeds,MID,5.4,48,OK,8.89,4.0,1.0,48.0,LEE,1154.8506787330316,1205.2533936651585,1154.8506787330316,0.04
Talbi,Sunderland,MID,5.0,48,OK,9.6,48.0,1.0,48.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.04
Malen,Aston Villa,MID,5.1,46,OK,9.02,46.0,1.0,46.0,AVL,1116.343891402715,1171.0950226244343,1116.343891402715,0.04
Scott,Bournemouth,MID,5.0,46,OK,9.2,46.0,1.0,46.0,BOU,1117.6153846153845,1183.289592760181,1117.6153846153845,0.04
Reijnders,Man City,MID,5.3,46,OK,8.68,8.0,1.0,46.0,MCI,1131.2669683257916,1179.9592760181,1131.2669683257916,0.04
Bentancur,Spurs,MID,5.3,45,OK,8.49,45.0,1.0,45.0,TOT,1164.0361990950225,1211.8642533936652,1164.0361990950225,0.04
Henderson,Brentford,MID,5.0,44,OK,8.8,5.0,1.0,44.0,BRE,1089.7194570135748,1153.3846153846155,1089.7194570135748,0.04
Georginio,Brighton,MID,5.6,44,OK,7.86,44.0,1.0,44.0,BHA,1204.2126696832581,1239.3755656108597,1204.2126696832581,0.04
Kamada,Crystal Palace,MID,5.0,44,OK,8.8,5.0,1.0,44.0,CRY,1163.398190045249,1221.027149321267,1163.398190045249,0.04
Barnes,Newcastle,MID,6.4,44,OK,6.88,3.0,1.0,44.0,NEW,1159.2443438914027,1200.3212669683257,1159.2443438914027,0.04
McGinn,Aston Villa,MID,5.4,43,OK,7.96,3.0,1.0,43.0,AVL,1116.343891402715,1171.0950226244343,1116.343891402715,0.04
Haaland,Man City,FWD,15.0,122,OK,8.13,16.0,1.1,134.2,MCI,1131.2669683257916,1179.9592760181,1131.2669683257916,0.12
Thiago,Brentford,FWD,6.9,80,OK,11.59,3.0,1.0,80.0,BRE,1089.7194570135748,1153.3846153846155,1089.7194570135748,0.07
Bowen,West Ham,FWD,7.5,66,OK,8.8,14.0,1.0,66.0,WHU,1168.8371040723982,1230.076923076923,1168.8371040723982,0.06
João Pedro,Chelsea,FWD,7.3,64,OK,8.77,3.0,1.0,64.0,CHE,1163.8506787330316,1159.6515837104073,1163.8506787330316,0.05
Mateta,Crystal Palace,FWD,8.0,61,OK,7.62,4.0,1.0,61.0,CRY,1163.398190045249,1221.027149321267,1163.398190045249,0.05
Richarlison,Spurs,FWD,6.4,59,OK,9.22,8.0,1.0,59.0,TOT,1164.0361990950225,1211.8642533936652,1164.0361990950225,0.05
Welbeck,Brighton,FWD,6.6,58,OK,8.79,3.0,1.0,58.0,BHA,1204.2126696832581,1239.3755656108597,1204.2126696832581,0.05
Woltemade,Newcastle,FWD,7.5,56,OK,7.47,7.0,1.0,56.0,NEW,1159.2443438914027,1200.3212669683257,1159.2443438914027,0.05
Ekitiké,Liverpool,FWD,8.4,55,OK,6.55,14.0,1.0,55.0,LIV,1121.945701357466,1181.072398190045,1121.945701357466,0.05
Calvert-Lewin,Leeds,FWD,5.5,48,OK,8.73,15.0,1.0,48.0,LEE,1154.8506787330316,1205.2533936651585,1154.8506787330316,0.04
Isidor,Sunderland,FWD,5.6,47,OK,8.39,2.0,1.0,47.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.04
Watkins,Aston Villa,FWD,8.5,45,OK,5.29,45.0,1.0,45.0,AVL,1116.343891402715,1171.0950226244343,1116.343891402715,0.04
Wilson,West Ham,FWD,5.8,42,OK,7.24,6.0,1.0,42.0,WHU,1168.8371040723982,1230.076923076923,1168.8371040723982,0.04
Gyökeres,Arsenal,FWD,8.8,39,OK,4.43,2.0,1.0,39.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.04
Raúl,Fulham,FWD,6.2,39,OK,6.29,7.0,1.0,39.0,FUL,1106.746606334842,1126.8914027149324,1106.746606334842,0.04
Evanilson,Bournemouth,FWD,7.0,38,OK,5.43,3.0,1.0,38.0,BOU,1117.6153846153845,1183.289592760181,1117.6153846153845,0.03
Nmecha,Leeds,FWD,5.0,37,DOUBT,7.4,2.0,1.0,37.0,LEE,1154.8506787330316,1205.2533936651585,1154.8506787330316,0.03
Kroupi.Jr,Bournemouth,FWD,4.6,35,OK,7.61,2.0,1.0,35.0,BOU,1117.6153846153845,1183.289592760181,1117.6153846153845,0.03
Flemming,Burnley,FWD,5.3,34,OK,6.42,1.0,1.0,34.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.03
Foster,Burnley,FWD,5.0,34,OK,6.8,3.0,1.0,34.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.03
Igor Jesus,Nott'm Forest,FWD,5.8,29,OK,5.0,11.0,1.0,29.0,NFO,1168.6923076923078,1189.1447963800908,1168.6923076923078,0.02
Strand Larsen,Wolves,FWD,6.2,28,OK,4.52,3.0,1.0,28.0,WOL,1264.085972850679,1280.3710407239817,1264.085972850679,0.02
Beto,Everton,FWD,5.1,25,OK,4.9,2.0,1.0,25.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.02
Barry,Everton,FWD,5.7,23,OK,4.04,23.0,1.0,23.0,EVE,1216.4343891402714,1190.954751131222,1216.4343891402714,0.02
Brobbey,Sunderland,FWD,5.5,23,OK,4.18,3.0,1.0,23.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.02
Isak,Liverpool,FWD,10.4,22,OK,2.12,3.0,1.0,22.0,LIV,1121.945701357466,1181.072398190045,1121.945701357466,0.02
Nketiah,Crystal Palace,FWD,5.4,19,OK,3.52,19.0,1.0,19.0,CRY,1163.398190045249,1221.027149321267,1163.398190045249,0.02
Zirkzee,Man Utd,FWD,5.8,17,OK,2.93,17.0,1.0,17.0,MUN,1158.1990950226243,1193.579185520362,1158.1990950226243,0.01
Mayenda,Sunderland,FWD,5.3,17,OK,3.21,0.0,1.0,17.0,SUN,1160.5113122171947,1183.0814479638009,1160.5113122171947,0.01
Toti,Wolves,FWD,5.4,13,OK,2.41,13.0,1.0,13.0,WOL,1264.085972850679,1280.3710407239817,1264.085972850679,0.01
Delap,Chelsea,FWD,6.2,12,OK,1.94,12.0,1.0,12.0,CHE,1163.8506787330316,1159.6515837104073,1163.8506787330316,0.01
Marc Guiu,Chelsea,FWD,4.2,12,OK,2.86,12.0,1.0,12.0,CHE,1163.8506787330316,1159.6515837104073,1163.8506787330316,0.01
Kolo Muani,Spurs,FWD,6.9,12,OK,1.74,12.0,1.0,12.0,TOT,1164.0361990950225,1211.8642533936652,1164.0361990950225,0.01
Füllkrug,West Ham,FWD,5.6,12,OK,2.14,12.0,1.0,12.0,WHU,1168.8371040723982,1230.076923076923,1168.8371040723982,0.01
Broja,Burnley,FWD,5.2,10,OK,1.92,10.0,1.0,10.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.01
Kostoulas,Brighton,FWD,4.8,10,OK,2.08,10.0,1.0,10.0,BHA,1204.2126696832581,1239.3755656108597,1204.2126696832581,0.01
Enes Ünal,Bournemouth,FWD,5.4,9,OK,1.67,9.0,1.0,9.0,BOU,1117.6153846153845,1183.289592760181,1117.6153846153845,0.01
Pirqe,Leeds,FWD,5.0,9,OK,1.8,9.0,1.0,9.0,LEE,1154.8506787330316,1205.2533936651585,1154.8506787330316,0.01
Kalimuendo,Nott'm Forest,FWD,6.0,7,OK,1.17,7.0,1.0,7.0,NFO,1168.6923076923078,1189.1447963800908,1168.6923076923078,0.01
Uche,Crystal Palace,FWD,5.5,5,OK,0.91,5.0,1.0,5.0,CRY,1163.398190045249,1221.027149321267,1163.398190045249,0.0
Mané,Wolves,FWD,4.5,4,OK,0.89,4.0,1.0,4.0,WOL,1264.085972850679,1280.3710407239817,1264.085972850679,0.0
Kusi-Asare,Fulham,FWD,4.5,2,OK,0.44,2.0,1.0,2.0,FUL,1106.746606334842,1126.8914027149324,1106.746606334842,0.0
Solanke,Spurs,FWD,7.2,2,DOUBT,0.28,2.0,1.0,2.0,TOT,1164.0361990950225,1211.8642533936652,1164.0361990950225,0.0
Havertz,Arsenal,FWD,7.3,1,OK,0.14,1.0,1.0,1.0,ARS,1102.945701357466,1144.348416289593,1102.945701357466,0.0
Barnes,Burnley,FWD,4.3,1,OK,0.23,1.0,1.0,1.0,BUR,1140.606334841629,1147.787330316742,1140.606334841629,0.0
Wissa,Newcastle,FWD,7.3,1,OK,0.14,1.0,1.0,1.0,NEW,1159.2443438914027,1200.3212669683257,1159.2443438914027,0.0
Morgan,Brentford,FWD,4.4,0,OK,0.0,0.0,1.0,0.0,BRE,1089.7194570135748,1153.3846153846155,1089.7194570135748,0.0
Marsh,Crystal Palace,FWD,4.5,0,OK,0.0,0.0,1.0,0.0,CRY,1163.398190045249,1221.027149321267,1163.398190045249,0.0
