Surname,Team,Position,Price,TP,Status
João Pedro,Chelsea,FWD,7.6,20,OK
Haaland,Man City,FWD,15.5,15,OK
Wissa,Newcastle,FWD,6.1,12,OK
Barry,Everton,FWD,5.5,10,OK
Emersonn,Ipswich Town,FWD,5.5,10,DOUBT
Isak,Liverpool,FWD,9.0,10,OK
Evanilson,Bournemouth,FWD,6.0,9,OK
Calvert-Lewin,Leeds,FWD,6.0,9,OK
Isidor,Sunderland,FWD,5.5,9,OK
Havertz,Arsenal,FWD,7.5,8,OK
Gonzalo,Fulham,FWD,6.0,8,OK
Kostoulas,Brighton,FWD,5.5,6,OK
McBurnie,Hull City,FWD,5.5,6,OK
Akpom,Ipswich Town,FWD,5.0,6,OK
Georginio,Brighton,FWD,5.5,5,DOUBT
Nmecha,Leeds,FWD,5.5,4,OK
Woltemade,Newcastle,FWD,5.9,4,OK
Osula,Newcastle,FWD,6.0,4,INJURY
Brobbey,Sunderland,FWD,6.0,4,OK
Thomas-Asante,Coventry City,FWD,5.0,3,OK
Awoniyi,Coventry City,FWD,5.5,3,OK
Strand Larsen,Crystal Palace,FWD,6.0,3,OK
Nketiah,Crystal Palace,FWD,5.5,3,OK
Igor Jesus,Nott'm Forest,FWD,6.0,3,OK
N.Jackson,Aston Villa,FWD,6.5,2,OK
Thiago,Brentford,FWD,8.0,2,OK
Wilson,Brentford,FWD,5.5,2,OK
Simms,Coventry City,FWD,5.0,2,OK
Mateta,Crystal Palace,FWD,6.4,2,INJURY
Beto,Everton,FWD,5.4,2,OK
Šeško,Man Utd,FWD,7.0,2,OK
Marmoush,Spurs,FWD,7.0,2,OK
Solanke,Spurs,FWD,5.9,2,OK
Richarlison,Spurs,FWD,5.9,2,OK
Abraham,Aston Villa,FWD,5.5,1,OK
Rodríguez,Bournemouth,FWD,6.0,1,OK
Jebbison,Bournemouth,FWD,5.0,1,OK
David,Brighton,FWD,6.0,1,OK
Muniz,Fulham,FWD,5.5,1,OK
Walle Egeli,Ipswich Town,FWD,4.5,1,OK
Delap,Nott'm Forest,FWD,5.5,1,OK
Wood,Nott'm Forest,FWD,5.9,1,OK
Kalimuendo,Nott'm Forest,FWD,5.5,1,OK
Gyökeres,Arsenal,FWD,7.4,0,OK
G.Jesus,Arsenal,FWD,5.9,0,OK
Madjo,Aston Villa,FWD,5.5,0,INJURY
Furo,Brentford,FWD,4.5,0,OK
Tzimas,Brighton,FWD,5.5,0,INJURY
Ferguson,Brighton,FWD,5.0,0,INJURY
Welbeck,Chelsea,FWD,5.9,0,OK
Mheuka,Chelsea,FWD,4.5,0,OK
Emegha,Chelsea,FWD,5.0,0,OK
Wright,Coventry City,FWD,5.4,0,INJURY
Cherif,Coventry City,FWD,5.0,0,OK
Kusi-Asare,Fulham,FWD,4.5,0,OK
Mateo Joseph,Leeds,FWD,4.5,0,INJURY
Ekitiké,Liverpool,FWD,7.5,0,INJURY
Danns,Liverpool,FWD,4.5,0,INJURY
Zirkzee,Man Utd,FWD,5.4,0,OK
Obi,Man Utd,FWD,4.5,0,OK
