Surname,Team,Position,Price,TP,Status
Tzolakis,Hull City,GKP,4.5,20,OK
Raya,Arsenal,GKP,6.0,12,OK
Trafford,Leeds,GKP,5.0,12,OK
Pickford,Everton,GKP,5.5,10,OK
Kelleher,Brentford,GKP,5.0,9,OK
Horníček,Newcastle,GKP,5.0,8,OK
Roefs,Sunderland,GKP,5.0,7,OK
Verbruggen,Brighton,GKP,4.5,6,OK
Petrović,Bournemouth,GKP,4.5,5,OK
Leno,Fulham,GKP,4.5,5,OK
Scherpen,Ipswich Town,GKP,4.5,4,OK
Rushworth,Coventry City,GKP,4.5,3,OK
Henderson,Crystal Palace,GKP,5.0,3,OK
Donnarumma,Man City,GKP,5.5,3,OK
Lammens,Man Utd,GKP,5.0,3,OK
Sels,Nott'm Forest,GKP,5.0,3,OK
Kinsky,Spurs,GKP,4.5,3,OK
Suzuki,Aston Villa,GKP,5.0,2,OK
Martinez,Chelsea,GKP,5.0,2,OK
Sánchez,Chelsea,GKP,4.9,2,OK
A.Becker,Liverpool,GKP,5.5,2,OK
M.Bizot,Aston Villa,GKP,4.5,1,OK
Arrizabalaga,Arsenal,GKP,5.0,0,OK
Meslier,Arsenal,GKP,5.0,0,OK
Forster,Bournemouth,GKP,4.0,0,OK
Di Gregorio,Bournemouth,GKP,4.5,0,OK
Valdimarsson,Brentford,GKP,4.5,0,OK
Steele,Brighton,GKP,4.0,0,OK
Penders,Chelsea,GKP,4.5,0,OK
Dovin,Coventry City,GKP,4.0,0,OK
