Surname,Team,Position,Price,TP,Status
B.Fernandes,Man Utd,MID,12.0,25,OK
Cherki,Man City,MID,7.7,22,OK
Saka,Arsenal,MID,9.5,20,OK
Palmer,Chelsea,MID,9.6,20,OK
M.Sangaré,Brentford,MID,5.6,18,OK
Stach,Leeds,MID,6.0,17,OK
Gakpo,Liverpool,MID,7.0,17,OK
Elanga,Newcastle,MID,6.1,17,OK
Lewis-Potter,Brentford,MID,5.5,16,OK
Hinshelwood,Brighton,MID,6.0,16,DOUBT
Groß,Brighton,MID,5.5,15,OK
Gibbs-White,Nott'm Forest,MID,7.9,15,OK
Xhaka,Sunderland,MID,5.5,15,OK
Ødegaard,Arsenal,MID,6.6,14,OK
Scott,Bournemouth,MID,6.0,14,OK
Schade,Brentford,MID,6.0,13,OK
Rogers,Chelsea,MID,7.5,13,OK
Dewsbury-Hall,Everton,MID,6.5,13,OK
Ndiaye,Everton,MID,6.0,13,OK
Mbeumo,Man Utd,MID,8.0,13,OK
Szoboszlai,Liverpool,MID,7.0,12,OK
Ndoye,Nott'm Forest,MID,5.5,12,OK
Tavernier,Bournemouth,MID,6.0,11,OK
Gomez,Brighton,MID,5.0,11,OK
Cunha,Man Utd,MID,8.0,11,OK
Janelt,Brentford,MID,5.0,10,OK
Armstrong,Everton,MID,5.0,10,OK
Enciso,Ipswich Town,MID,5.5,10,OK
Munoz,Liverpool,MID,6.5,10,OK
Foden,Man City,MID,7.0,10,OK
Yalcouyé,Brighton,MID,4.5,9,OK
King,Fulham,MID,5.5,9,OK
Belloumi,Hull City,MID,5.0,9,OK
Willock,Newcastle,MID,5.0,9,OK
Rice,Arsenal,MID,7.5,8,OK
Neto,Chelsea,MID,6.5,8,OK
Lavia,Chelsea,MID,5.0,8,OK
Slater,Hull City,MID,4.5,8,OK
Angulo,Sunderland,MID,5.0,8,OK
Clarke,Ipswich Town,MID,5.5,7,OK
Ampadu,Leeds,MID,5.5,7,OK
Semenyo,Man City,MID,8.5,7,OK
Lewis-Skelly,Arsenal,MID,5.5,6,OK
Tzolis,Arsenal,MID,6.5,6,OK
Kluivert,Bournemouth,MID,6.0,6,OK
Cook,Bournemouth,MID,5.0,6,OK
Jensen,Brentford,MID,5.5,6,DOUBT
Wharton,Crystal Palace,MID,5.5,6,OK
Yeremy,Crystal Palace,MID,5.5,6,OK
Millar,Hull City,MID,5.0,6,OK
Lukić,Ipswich Town,MID,5.0,6,OK
Núñez,Ipswich Town,MID,5.0,6,OK
Fatawu,Ipswich Town,MID,5.5,6,OK
Wirtz,Liverpool,MID,7.5,6,OK
Gravenberch,Liverpool,MID,6.0,6,OK
Tielemans,Man Utd,MID,6.0,6,OK
L.Miley,Newcastle,MID,5.5,6,OK
Kamada,Crystal Palace,MID,5.0,5,OK
George,Everton,MID,5.5,5,OK
Röhl,Everton,MID,5.0,5,OK
