Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score,SPP,Final_Score
Tzolakis,Hull City,GKP,4.5,217,OK,48.22,20.0,1.0,217.0,HUL,1161.6666666666663,1190.047619047619,1190.047619047619,0.18,0.0,0.19410987955664039
Raya,Arsenal,GKP,6.0,188,OK,31.33,12.0,1.0,188.0,ARS,1148.6190476190477,1186.7142857142856,1186.7142857142856,0.16,0.0,0.16549897676658243
Trafford,Leeds,GKP,5.0,99,OK,19.8,12.0,1.0,99.0,LEE,1155.6666666666667,1218.571428571429,1218.571428571429,0.08,0.0,0.08813599062133644
Pickford,Everton,GKP,5.5,157,OK,28.55,10.0,1.0,157.0,EVE,1140.5238095238096,1207.4761904761904,1207.4761904761904,0.13,0.0,0.13582048349568168
Kelleher,Brentford,GKP,5.0,154,OK,30.8,9.0,1.0,154.0,BRE,1152.3333333333333,1173.190476190476,1173.190476190476,0.13,0.0,0.1366359540528474
Horníček,Newcastle,GKP,5.0,133,OK,26.6,8.0,1.0,133.0,NEW,1125.2857142857142,1136.095238095238,1136.095238095238,0.12,0.0,0.1219968144857071
Roefs,Sunderland,GKP,5.0,135,OK,27.0,7.0,1.0,135.0,SUN,1194.5714285714284,1226.6190476190477,1226.6190476190477,0.11,0.0,0.11405334057999146
Verbruggen,Brighton,GKP,4.5,124,OK,27.56,6.0,1.0,124.0,BHA,1169.3809523809523,1179.6190476190477,1179.6190476190477,0.11,0.0,0.10867915388341674
Petrović,Bournemouth,GKP,4.5,112,OK,24.89,5.0,1.0,112.0,BOU,1152.952380952381,1175.0952380952378,1175.0952380952378,0.1,0.0,0.09828990558009484
Leno,Fulham,GKP,4.5,111,OK,24.67,5.0,1.0,111.0,FUL,1155.3809523809523,1198.2857142857142,1198.2857142857142,0.09,0.0,0.09555317119694802
Scherpen,Ipswich Town,GKP,4.5,95,OK,21.11,4.0,1.0,95.0,IPS,1176.0952380952378,1257.6666666666663,1257.6666666666663,0.08,0.0,0.07776305327325737
Rushworth,Coventry City,GKP,4.5,88,OK,19.56,3.0,1.0,88.0,COV,1175.857142857143,1254.095238095238,1254.095238095238,0.07,0.0,0.07184462332928311
Henderson,Crystal Palace,GKP,5.0,101,OK,20.2,3.0,1.0,101.0,CRY,1084.6666666666667,1104.142857142857,1104.142857142857,0.09,0.0,0.09337559839565274
Donnarumma,Man City,GKP,5.5,104,OK,18.91,3.0,1.0,104.0,MCI,1139.047619047619,1181.8095238095236,1181.8095238095236,0.09,0.0,0.08977758078813765
Lammens,Man Utd,GKP,5.0,88,OK,17.6,3.0,1.0,88.0,MUN,1160.952380952381,1203.6190476190477,1203.6190476190477,0.07,0.0,0.0748575724006963
Sels,Nott'm Forest,GKP,5.0,86,OK,17.2,3.0,1.0,86.0,NFO,1136.904761904762,1195.2380952380952,1195.2380952380952,0.07,0.0,0.07370916334661354
