Surname,Team,Position,Price,TP,Status
Bogle,Leeds,DEF,4.6,37,OK
Gvardiol,Man City,DEF,5.7,33,OK
De Cuyper,Brighton,DEF,4.9,32,OK
Tarkowski,Everton,DEF,6.1,29,OK
Calafiori,Arsenal,DEF,5.8,28,OK
Ajayi,Hull City,DEF,4.2,26,OK
Guéhi,Man City,DEF,6.0,26,OK
Egan,Hull City,DEF,4.1,25,OK
Mendy,Hull City,DEF,4.1,25,OK
Gabriel,Arsenal,DEF,8.0,24,OK
Vuskovic,Brighton,DEF,5.0,24,OK
Giles,Hull City,DEF,4.0,24,OK
Davis,Ipswich Town,DEF,4.0,23,OK
Dunk,Brighton,DEF,4.5,22,OK
Mykolenko,Everton,DEF,4.5,22,OK
White,Arsenal,DEF,5.5,21,OK
Muharemović,Leeds,DEF,5.0,21,OK
Branthwaite,Everton,DEF,5.5,19,OK
Castagne,Fulham,DEF,4.5,19,OK
Murillo,Nott'm Forest,DEF,5.5,19,OK
Justin,Leeds,DEF,4.5,18,OK
Jacquet,Liverpool,DEF,5.0,18,OK
Hall,Newcastle,DEF,5.2,18,OK
Van Hecke,Spurs,DEF,4.9,18,OK
Kayode,Brentford,DEF,4.6,17,OK
Mitchell,Crystal Palace,DEF,4.5,17,OK
Virgil,Liverpool,DEF,6.5,17,OK
N.Williams,Nott'm Forest,DEF,5.0,17,OK
Rúben,Man City,DEF,5.5,16,OK
Thomas,Coventry City,DEF,4.0,15,OK
Araujo,Liverpool,DEF,5.4,15,OK
Van de Ven,Spurs,DEF,5.0,15,OK
Ajer,Brentford,DEF,4.5,14,OK
Boscagli,Brighton,DEF,4.5,13,OK
Khalaili,Crystal Palace,DEF,5.0,13,OK
Maitland-Niles,Everton,DEF,4.5,13,OK
Coyle,Hull City,DEF,4.0,13,OK
Dedić,Newcastle,DEF,4.5,13,OK
Robertson,Spurs,DEF,4.4,13,OK
Mukiele,Sunderland,DEF,5.4,13,OK
Mosquera,Arsenal,DEF,5.3,12,OK
Bijol,Leeds,DEF,5.0,12,OK
Milenković,Nott'm Forest,DEF,5.5,12,OK
Ballard,Sunderland,DEF,4.9,12,OK
Konsa,Arsenal,DEF,4.5,11,OK
Botman,Newcastle,DEF,5.0,11,OK
Meunier,Sunderland,DEF,4.5,11,OK
Silva,Bournemouth,DEF,5.0,10,OK
Collins,Brentford,DEF,5.4,10,OK
Lacroix,Chelsea,DEF,6.0,10,OK
Robinson,Fulham,DEF,4.5,10,OK
Matheus N.,Man City,DEF,5.9,10,OK
Thiaw,Newcastle,DEF,5.0,10,OK
Jair Cunha,Nott'm Forest,DEF,4.5,10,OK
Maatsen,Aston Villa,DEF,4.5,9,OK
Bassey,Fulham,DEF,4.5,9,OK
Khusanov,Man City,DEF,5.4,9,OK
Hume,Sunderland,DEF,4.4,9,OK
Hill,Bournemouth,DEF,5.5,8,OK
Truffert,Bournemouth,DEF,5.5,8,OK
