Surname,Team,Position,Price,TP,Status
De Cuyper,Brighton,DEF,4.6,17,OK
Mendy,Hull City,DEF,4.0,15,OK
Ajayi,Hull City,DEF,4.0,14,OK
Kayode,Brentford,DEF,4.6,13,OK
White,Arsenal,DEF,5.5,11,OK
Bijol,Leeds,DEF,5.0,10,OK
Justin,Leeds,DEF,4.5,10,OK
Guéhi,Man City,DEF,6.0,10,OK
Calafiori,Arsenal,DEF,5.6,9,OK
Gvardiol,Man City,DEF,5.5,9,OK
Ajer,Brentford,DEF,4.5,8,OK
Egan,Hull City,DEF,4.0,8,OK
Wieffer,Brighton,DEF,5.0,7,OK
Mosquera,Arsenal,DEF,5.5,6,OK
Collins,Brentford,DEF,5.5,6,OK
Boscagli,Brighton,DEF,4.5,6,OK
Dunk,Brighton,DEF,4.5,6,OK
Vuskovic,Brighton,DEF,5.0,6,OK
Lacroix,Chelsea,DEF,6.0,6,OK
Tarkowski,Everton,DEF,6.0,6,OK
Branthwaite,Everton,DEF,5.5,6,OK
Mykolenko,Everton,DEF,4.5,6,OK
Castagne,Fulham,DEF,4.5,6,OK
Coyle,Hull City,DEF,4.0,6,OK
Giles,Hull City,DEF,4.0,6,OK
Rodon,Leeds,DEF,4.5,6,OK
Bogle,Leeds,DEF,4.5,6,OK
Muharemović,Leeds,DEF,5.0,6,OK
Gabriel,Arsenal,DEF,8.0,5,OK
Aina,Nott'm Forest,DEF,4.5,5,OK
O'Shea,Ipswich Town,DEF,4.0,4,OK
Murillo,Nott'm Forest,DEF,5.5,4,OK
Acheampong,Chelsea,DEF,4.5,3,OK
Thomas,Coventry City,DEF,4.0,3,OK
Richards,Crystal Palace,DEF,5.0,3,OK
J.Cuenca,Fulham,DEF,4.5,3,OK
Thiaw,Newcastle,DEF,5.0,3,OK
Botman,Newcastle,DEF,5.0,3,OK
Hall,Newcastle,DEF,5.0,3,OK
Senesi,Spurs,DEF,6.0,3,OK
Robertson,Spurs,DEF,4.5,3,OK
Silva,Bournemouth,DEF,5.0,2,OK
Diop,Ipswich Town,DEF,4.0,2,OK
Davis,Ipswich Town,DEF,4.0,2,OK
Greaves,Ipswich Town,DEF,4.0,2,OK
Virgil,Liverpool,DEF,6.5,2,OK
O'Reilly,Man City,DEF,6.5,2,OK
Rúben,Man City,DEF,5.5,2,OK
Khusanov,Man City,DEF,5.5,2,OK
N.Williams,Nott'm Forest,DEF,5.0,2,OK
Milenković,Nott'm Forest,DEF,5.5,2,OK
Hume,Sunderland,DEF,4.5,2,OK
Hincapie,Arsenal,DEF,5.4,1,OK
Mings,Aston Villa,DEF,4.5,1,OK
Ruggeri,Aston Villa,DEF,4.5,1,OK
Hill,Bournemouth,DEF,5.5,1,OK
Truffert,Bournemouth,DEF,5.5,1,OK
Smith,Bournemouth,DEF,4.5,1,OK
Hickey,Brentford,DEF,4.5,1,OK
Costinha,Brighton,DEF,4.5,1,OK
