Surname,Team,Position,Price,TP,Status,PPM
Roefs,Sunderland,GKP,4.7,60,OK,12.77
Raya,Arsenal,GKP,5.9,58,OK,9.83
Henderson,Crystal Palace,GKP,5.0,53,OK,10.6
Pickford,Everton,GKP,5.5,53,OK,9.64
Martinez,Aston Villa,GKP,5.1,50,OK,9.8
Vicario,Spurs,GKP,5.0,49,OK,9.8
Sánchez,Chelsea,GKP,4.8,46,OK,9.58
Petrović,Bournemouth,GKP,4.5,43,OK,9.56
Verbruggen,Brighton,GKP,4.4,40,OK,9.09
Leno,Fulham,GKP,4.9,40,OK,8.16
Dúbravka,Burnley,GKP,4.0,38,OK,9.5
Donnarumma,Man City,GKP,5.7,37,OK,6.49
Kelleher,Brentford,GKP,4.5,36,OK,8.0
Sels,Nott'm Forest,GKP,4.7,32,OK,6.81
A.Becker,Liverpool,GKP,5.4,28,OK,5.19
Areola,West Ham,GKP,4.3,26,OK,6.05
Perri,Leeds,GKP,4.5,21,OK,4.67
Lammens,Man Utd,GKP,5.0,20,OK,4.0
Mamardashvili,Liverpool,GKP,4.3,19,OK,4.42
Johnstone,Wolves,GKP,4.5,19,OK,4.22
Trafford,Man City,GKP,4.6,11,OK,2.39
Bayindir,Man Utd,GKP,4.8,11,OK,2.29
Darlow,Leeds,GKP,4.0,10,OK,2.5
Hermansen,West Ham,GKP,4.3,9,OK,2.09
M.Bizot,Aston Villa,GKP,4.3,7,OK,1.63
José Sá,Wolves,GKP,4.3,5,OK,1.16
Ramsdale,Newcastle,GKP,4.8,2,OK,0.42
Jörgensen,Chelsea,GKP,4.3,1,OK,0.23
Arrizabalaga,Arsenal,GKP,4.2,0,OK,0.0
Gabriel,Arsenal,DEF,6.3,81,OK,12.86
Muñoz,Crystal Palace,DEF,6.0,75,OK,12.5
J.Timber,Arsenal,DEF,6.4,74,OK,11.56
Chalobah,Chelsea,DEF,5.2,70,OK,13.46
Lacroix,Crystal Palace,DEF,5.1,70,OK,13.73
Guehi,Crystal Palace,DEF,5.1,69,OK,13.53
Keane,Everton,DEF,4.6,67,OK,14.57
Mitchell,Crystal Palace,DEF,5.0,62,OK,12.4
Cash,Aston Villa,DEF,4.7,60,OK,12.77
Richards,Crystal Palace,DEF,4.6,59,OK,12.83
Van de Ven,Spurs,DEF,4.8,58,OK,12.08
Cucurella,Chelsea,DEF,6.2,56,OK,9.03
O'Reilly,Man City,DEF,5.2,56,OK,10.77
James,Chelsea,DEF,5.6,55,OK,9.82
Mukiele,Sunderland,DEF,4.2,55,OK,13.1
Tarkowski,Everton,DEF,5.4,54,OK,10.0
Andersen,Fulham,DEF,4.5,53,OK,11.78
Rúben,Man City,DEF,5.6,53,OK,9.46
Burn,Newcastle,DEF,5.1,53,OK,10.39
Ballard,Sunderland,DEF,4.6,53,OK,11.52
Digne,Aston Villa,DEF,4.5,50,OK,11.11
Virgil,Liverpool,DEF,6.0,50,OK,8.33
Rodon,Leeds,DEF,4.1,49,OK,11.95
Matheus N.,Man City,DEF,5.3,49,OK,9.25
Van Hecke,Brighton,DEF,4.4,48,OK,10.91
Konate,Liverpool,DEF,5.4,47,OK,8.7
Pedro Porro,Spurs,DEF,5.4,47,OK,8.7
Truffert,Bournemouth,DEF,4.5,46,OK,10.22
Thiaw,Newcastle,DEF,4.9,46,OK,9.39
Alderete,Sunderland,DEF,4.1,45,OK,10.98
Tete,Fulham,DEF,4.5,44,OK,9.78
Konsa,Aston Villa,DEF,4.4,43,OK,9.77
De Ligt,Man Utd,DEF,5.0,42,OK,8.4
Gusto,Chelsea,DEF,4.9,42,OK,8.57
Hume,Sunderland,DEF,4.5,42,OK,9.33
Saliba,Arsenal,DEF,6.0,41,DOUBT,6.83
Bassey,Fulham,DEF,4.5,41,OK,9.11
Gvardiol,Man City,DEF,5.8,41,OK,7.07
Livramento,Newcastle,DEF,4.9,41,DOUBT,8.37
Hartman,Burnley,DEF,4.0,40,OK,10.0
Van den Berg,Brentford,DEF,4.5,39,OK,8.67
Collins,Brentford,DEF,4.9,37,OK,7.55
Kayode,Brentford,DEF,4.5,37,OK,8.22
Dunk,Brighton,DEF,4.5,36,OK,8.0
Pau,Aston Villa,DEF,4.3,35,OK,8.14
Romero,Spurs,DEF,5.0,35,OK,7.0
Diouf,West Ham,DEF,4.2,35,OK,8.33
Estève,Burnley,DEF,3.9,34,OK,8.72
O'Brien,Everton,DEF,4.9,34,OK,6.94
N.Williams,Nott'm Forest,DEF,4.7,34,OK,7.23
De Cuyper,Brighton,DEF,4.3,32,OK,7.44
Botman,Newcastle,DEF,4.9,32,DOUBT,6.53
Diakité,Bournemouth,DEF,4.4,31,OK,7.05
