Surname,Team,Position,Price,TP,Status
Gabriel,Arsenal,DEF,6.3,81,INJURY
Muñoz,Crystal Palace,DEF,6.0,75,OK
J.Timber,Arsenal,DEF,6.4,74,OK
Chalobah,Chelsea,DEF,5.2,70,OK
Lacroix,Crystal Palace,DEF,5.1,70,OK
Guehi,Crystal Palace,DEF,5.1,69,OK
Keane,Everton,DEF,4.6,67,OK
Calafiori,Arsenal,DEF,5.8,63,INJURY
Senesi,Bournemouth,DEF,5.0,63,INJURY
Mitchell,Crystal Palace,DEF,5.0,62,OK
Cash,Aston Villa,DEF,4.7,60,OK
Richards,Crystal Palace,DEF,4.6,59,OK
Van de Ven,Spurs,DEF,4.8,58,OK
Cucurella,Chelsea,DEF,6.2,56,OK
O'Reilly,Man City,DEF,5.2,56,OK
James,Chelsea,DEF,5.6,55,OK
Mukiele,Sunderland,DEF,4.2,55,OK
Tarkowski,Everton,DEF,5.4,54,OK
Andersen,Fulham,DEF,4.5,53,OK
Rúben,Man City,DEF,5.6,53,OK
Burn,Newcastle,DEF,5.1,53,OK
Ballard,Sunderland,DEF,4.6,53,OK
Digne,Aston Villa,DEF,4.5,50,OK
Virgil,Liverpool,DEF,6.0,50,OK
Rodon,Leeds,DEF,4.1,49,OK
Matheus N.,Man City,DEF,5.3,49,OK
Van Hecke,Brighton,DEF,4.4,48,OK
Konate,Liverpool,DEF,5.4,47,OK
Pedro Porro,Spurs,DEF,5.4,47,OK
Truffert,Bournemouth,DEF,4.5,46,OK
Thiaw,Newcastle,DEF,4.9,46,OK
Alderete,Sunderland,DEF,4.1,45,OK
Tete,Fulham,DEF,4.5,44,OK
Konsa,Aston Villa,DEF,4.4,43,OK
De Ligt,Man Utd,DEF,5.0,42,OK
Gusto,Chelsea,DEF,4.9,42,OK
Hume,Sunderland,DEF,4.5,42,OK
Saliba,Arsenal,DEF,6.0,41,DOUBT
Bassey,Fulham,DEF,4.5,41,OK
Gvardiol,Man City,DEF,5.8,41,OK
Livramento,Newcastle,DEF,4.9,41,DOUBT
Hartman,Burnley,DEF,4.0,40,OK
Van den Berg,Brentford,DEF,4.5,39,OK
Collins,Brentford,DEF,4.9,37,OK
Kayode,Brentford,DEF,4.5,37,OK
Dunk,Brighton,DEF,4.5,36,OK
Pau,Aston Villa,DEF,4.3,35,OK
Romero,Spurs,DEF,5.0,35,OK
Diouf,West Ham,DEF,4.2,35,OK
Estève,Burnley,DEF,3.9,34,OK
O'Brien,Everton,DEF,4.9,34,OK
N.Williams,Nott'm Forest,DEF,4.7,34,OK
Maguire,Man Utd,DEF,4.4,33,INJURY
Walker,Burnley,DEF,4.4,32,INJURY
De Cuyper,Brighton,DEF,4.3,32,OK
Botman,Newcastle,DEF,4.9,32,DOUBT
Diakité,Bournemouth,DEF,4.4,31,OK
F.Kadıoğlu,Brighton,DEF,4.4,31,OK
Shaw,Man Utd,DEF,4.5,31,OK
Spence,Spurs,DEF,4.4,31,OK
