Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Roefs,Sunderland,GKP,4.7,59,OK,12.55,5.0,1.0,59.0,SUN,1169.8666666666668,1260.2666666666667,1260.2666666666667,0.05
Raya,Arsenal,GKP,5.9,55,OK,9.32,3.0,1.0,55.0,ARS,1154.5333333333335,1185.8,1185.8,0.05
Pope,Newcastle,GKP,5.2,55,OK,10.58,6.0,1.0,55.0,NEW,1125.1333333333334,1170.3333333333333,1170.3333333333333,0.05
Pickford,Everton,GKP,5.5,52,OK,9.45,17.0,1.0,52.0,EVE,1192.2666666666667,1180.0666666666668,1180.0666666666668,0.04
Henderson,Crystal Palace,GKP,5.0,51,OK,10.2,15.0,1.0,51.0,CRY,1138.2666666666667,1175.8,1175.8,0.04
Vicario,Spurs,GKP,5.0,48,OK,9.6,2.0,1.0,48.0,TOT,1140.3999999999999,1179.6666666666665,1179.6666666666665,0.04
Martinez,Aston Villa,GKP,5.0,43,OK,8.6,17.0,1.0,43.0,AVL,1132.8666666666666,1162.8666666666666,1162.8666666666666,0.04
Sánchez,Chelsea,GKP,4.8,43,OK,8.96,12.0,1.0,43.0,CHE,1211.7333333333333,1195.1333333333334,1195.1333333333334,0.04
Petrović,Bournemouth,GKP,4.5,41,OK,9.11,2.0,1.0,41.0,BOU,1143.1333333333332,1173.2666666666667,1173.2666666666667,0.03
Leno,Fulham,GKP,5.0,39,OK,7.8,7.0,1.0,39.0,FUL,1173.8,1198.8666666666666,1198.8666666666666,0.03
Dúbravka,Burnley,GKP,4.0,37,OK,9.25,4.0,1.0,37.0,BUR,1159.6,1193.5333333333333,1193.5333333333333,0.03
Kelleher,Brentford,GKP,4.5,34,OK,7.56,4.0,1.0,34.0,BRE,1159.2666666666667,1198.3333333333333,1198.3333333333333,0.03
Verbruggen,Brighton,GKP,4.4,33,OK,7.5,13.0,1.0,33.0,BHA,1138.7333333333333,1177.9333333333332,1177.9333333333332,0.03
Donnarumma,Man City,GKP,5.7,32,OK,5.61,7.0,1.0,32.0,MCI,1128.7333333333333,1145.0666666666666,1145.0666666666666,0.03
Sels,Nott'm Forest,GKP,4.7,30,OK,6.38,9.0,1.0,30.0,NFO,1113.8666666666666,1174.2,1174.2,0.03
Areola,West Ham,GKP,4.3,24,OK,5.58,11.0,1.0,24.0,WHU,1180.3999999999999,1230.6666666666667,1230.6666666666667,0.02
A.Becker,Liverpool,GKP,5.4,22,DOUBT,4.07,2.0,1.0,22.0,LIV,1100.5333333333333,1153.0,1153.0,0.02
