Surname,Team,Position,Price,TP,Status
Roefs,Sunderland,GKP,4.7,59,OK
Raya,Arsenal,GKP,5.9,55,OK
Pope,Newcastle,GKP,5.2,55,OK
Pickford,Everton,GKP,5.5,52,OK
Henderson,Crystal Palace,GKP,5.0,51,OK
Vicario,Spurs,GKP,5.0,48,OK
Martinez,Aston Villa,GKP,5.0,43,OK
Sánchez,Chelsea,GKP,4.8,43,OK
Petrović,Bournemouth,GKP,4.5,41,OK
Leno,Fulham,GKP,5.0,39,OK
Dúbravka,Burnley,GKP,4.0,37,OK
Kelleher,Brentford,GKP,4.5,34,OK
Verbruggen,Brighton,GKP,4.4,33,OK
Donnarumma,Man City,GKP,5.7,32,OK
Sels,Nott'm Forest,GKP,4.7,30,OK
Areola,West Ham,GKP,4.3,24,OK
A.Becker,Liverpool,GKP,5.4,22,DOUBT
Mamardashvili,Liverpool,GKP,4.3,19,OK
Perri,Leeds,GKP,4.5,18,OK
Lammens,Man Utd,GKP,5.0,18,OK
Johnstone,Wolves,GKP,4.5,16,OK
Trafford,Man City,GKP,4.6,11,OK
Bayindir,Man Utd,GKP,4.8,11,OK
Darlow,Leeds,GKP,4.0,10,OK
Hermansen,West Ham,GKP,4.3,9,OK
M.Bizot,Aston Villa,GKP,4.3,7,OK
José Sá,Wolves,GKP,4.3,5,OK
Jorgensen,Chelsea,GKP,4.3,1,OK
Arrizabalaga,Arsenal,GKP,4.2,0,OK
Setford,Arsenal,GKP,4.0,0,OK
