Surname,Team,Position,Price,TP,Status
Groß,Brighton,MID,5.8,47,OK
Schade,Brentford,MID,6.1,39,OK
Cherki,Man City,MID,7.8,34,OK
Semenyo,Man City,MID,8.4,33,OK
Saka,Arsenal,MID,9.5,32,OK
Gakpo,Liverpool,MID,7.2,32,OK
Tavernier,Bournemouth,MID,6.1,31,OK
Belloumi,Hull City,MID,5.1,31,OK
B.Fernandes,Man Utd,MID,12.0,31,OK
Scott,Bournemouth,MID,6.1,30,OK
Ødegaard,Arsenal,MID,6.8,29,OK
Rogers,Chelsea,MID,7.7,29,OK
Janelt,Brentford,MID,5.0,28,OK
Palmer,Chelsea,MID,9.7,28,OK
Barnes,Newcastle,MID,6.1,28,OK
Gibbs-White,Nott'm Forest,MID,8.0,28,OK
Stach,Leeds,MID,6.0,27,OK
Cunha,Man Utd,MID,7.9,26,OK
Mbeumo,Man Utd,MID,7.9,25,OK
Gomez,Brighton,MID,5.0,24,OK
King,Fulham,MID,5.5,24,OK
Lewis-Potter,Brentford,MID,5.5,22,OK
M.Sangaré,Brentford,MID,5.6,22,OK
Ndiaye,Man City,MID,5.8,22,OK
Mainoo,Man Utd,MID,5.5,22,OK
Willock,Newcastle,MID,5.0,22,OK
Buendía,Aston Villa,MID,5.9,21,OK
Kamada,Crystal Palace,MID,5.0,21,OK
Ampadu,Leeds,MID,5.4,21,OK
Xhaka,Sunderland,MID,5.5,21,OK
Rice,Arsenal,MID,7.4,20,OK
Yalcouyé,Brighton,MID,4.5,20,OK
Dewsbury-Hall,Everton,MID,6.6,20,OK
Szoboszlai,Liverpool,MID,7.0,20,OK
George,Everton,MID,5.5,19,OK
Okafor,Leeds,MID,5.8,18,OK
Wirtz,Liverpool,MID,7.3,18,OK
Elanga,Newcastle,MID,6.1,18,OK
E.Le Fée,Sunderland,MID,5.7,18,OK
McGinn,Aston Villa,MID,5.4,17,OK
Tzolis,Arsenal,MID,6.3,16,OK
Damsgaard,Brentford,MID,5.4,16,OK
Hinshelwood,Brighton,MID,5.9,16,OK
Armstrong,Everton,MID,5.0,16,OK
N.Angulo,Sunderland,MID,5.0,16,OK
Kamara,Aston Villa,MID,5.0,15,OK
Kluivert,Bournemouth,MID,6.0,15,OK
Anthony,Brentford,MID,5.9,15,OK
Ayari,Brighton,MID,5.4,15,OK
Slater,Hull City,MID,4.5,15,OK
Enciso,Ipswich Town,MID,5.5,15,OK
Munoz,Liverpool,MID,6.5,15,OK
Anderson,Man City,MID,6.3,15,OK
Ndoye,Nott'm Forest,MID,5.5,15,OK
Bentancur,Spurs,MID,5.5,15,OK
Manzambi,Aston Villa,MID,5.9,14,OK
Neto,Chelsea,MID,6.5,14,OK
Yeremy,Crystal Palace,MID,5.5,14,OK
Iwobi,Fulham,MID,5.4,14,OK
Tanaka,Leeds,MID,4.9,14,OK
