Surname,Team,Position,Price,TP,Status
Tarkowski,Everton,DEF,6.1,43,OK
Bogle,Leeds,DEF,4.6,42,OK
De Cuyper,Brighton,DEF,4.9,38,OK
Gvardiol,Man City,DEF,5.7,37,OK
Vuskovic,Brighton,DEF,5.0,32,OK
Hall,Newcastle,DEF,5.2,31,OK
Guéhi,Man City,DEF,6.0,30,OK
Calafiori,Arsenal,DEF,5.8,29,OK
Branthwaite,Everton,DEF,5.5,27,OK
Mykolenko,Everton,DEF,4.6,27,OK
Ajayi,Hull City,DEF,4.2,27,OK
Muharemović,Leeds,DEF,5.0,27,OK
Egan,Hull City,DEF,4.1,26,OK
Justin,Leeds,DEF,4.5,26,OK
Gabriel,Arsenal,DEF,8.0,25,OK
Mendy,Hull City,DEF,4.1,25,OK
Davis,Ipswich Town,DEF,4.0,25,OK
Virgil,Liverpool,DEF,6.5,25,OK
Thomas,Coventry City,DEF,4.0,24,OK
Mitchell,Crystal Palace,DEF,4.5,24,OK
Giles,Hull City,DEF,4.0,24,OK
Jacquet,Liverpool,DEF,5.0,24,OK
Van Hecke,Spurs,DEF,4.9,24,OK
Kayode,Brentford,DEF,4.6,23,OK
Murillo,Nott'm Forest,DEF,5.5,23,OK
Dunk,Brighton,DEF,4.5,22,OK
Araujo,Liverpool,DEF,5.4,22,OK
White,Arsenal,DEF,5.5,21,OK
Ajer,Brentford,DEF,4.5,21,OK
Schuster,Brentford,DEF,4.5,21,OK
Maitland-Niles,Everton,DEF,4.5,21,OK
Dasilva,Coventry City,DEF,4.0,20,OK
Castagne,Fulham,DEF,4.5,20,OK
Boscagli,Brighton,DEF,4.5,19,OK
Khalaili,Crystal Palace,DEF,5.0,19,OK
N.Williams,Nott'm Forest,DEF,5.0,19,OK
Rúben,Man City,DEF,5.5,17,OK
Robertson,Spurs,DEF,4.4,17,OK
Van de Ven,Spurs,DEF,5.0,16,OK
Bassey,Fulham,DEF,4.5,15,OK
Botman,Newcastle,DEF,5.0,15,OK
Pinnock,Coventry City,DEF,4.5,14,OK
Richards,Crystal Palace,DEF,5.0,14,OK
Coyle,Hull City,DEF,4.0,14,OK
Gudmundsson,Leeds,DEF,4.5,14,OK
Thiaw,Newcastle,DEF,5.0,14,OK
Ballard,Sunderland,DEF,4.9,14,OK
Meunier,Sunderland,DEF,4.5,14,OK
Silva,Bournemouth,DEF,5.0,13,OK
F.Kadıoğlu,Brighton,DEF,4.4,13,OK
Lacroix,Chelsea,DEF,5.9,13,OK
Elvedi,Leeds,DEF,4.5,13,OK
Kerkez,Liverpool,DEF,5.4,13,OK
Dedić,Newcastle,DEF,4.5,13,OK
Mukiele,Sunderland,DEF,5.4,13,OK
Mosquera,Arsenal,DEF,5.3,12,OK
Konsa,Arsenal,DEF,4.6,12,OK
Hill,Bournemouth,DEF,5.5,12,OK
Robinson,Fulham,DEF,4.5,12,OK
Affengruber,Fulham,DEF,4.5,12,OK
