Surname,Team,Position,Price,TP,Status
Haaland,Man City,FWD,15.1,151,OK
Thiago,Brentford,FWD,6.9,91,OK
Ekitiké,Liverpool,FWD,9.1,84,OK
Bowen,West Ham,FWD,7.7,81,OK
João Pedro,Chelsea,FWD,7.2,79,OK
Calvert-Lewin,Leeds,FWD,5.9,79,OK
Mateta,Crystal Palace,FWD,7.7,76,OK
Watkins,Aston Villa,FWD,8.6,72,OK
Woltemade,Newcastle,FWD,7.4,72,OK
Richarlison,Spurs,FWD,6.4,72,OK
Welbeck,Brighton,FWD,6.4,59,OK
Raúl,Fulham,FWD,6.2,57,OK
Gyökeres,Arsenal,FWD,8.8,50,OK
Isidor,Sunderland,FWD,5.3,50,OK
Wilson,West Ham,FWD,5.8,49,OK
Evanilson,Bournemouth,FWD,7.0,49,OK
Flemming,Burnley,FWD,5.3,42,INJURY
Kroupi.Jr,Bournemouth,FWD,4.6,41,OK
Nmecha,Leeds,FWD,5.0,40,INJURY
Šeško,Man Utd,FWD,7.2,40,OK
Igor Jesus,Nott'm Forest,FWD,5.8,36,INJURY
Foster,Burnley,FWD,4.9,36,INJURY
Barry,Everton,FWD,5.7,34,OK
Strand Larsen,Wolves,FWD,6.1,31,OK
Beto,Everton,FWD,5.0,30,OK
Isak,Liverpool,FWD,10.3,29,INJURY
Brobbey,Sunderland,FWD,5.5,29,INJURY
Broja,Burnley,FWD,5.2,28,INJURY
Zirkzee,Man Utd,FWD,5.8,28,OK
Toti,Wolves,FWD,5.4,28,OK
Wood,Nott'm Forest,FWD,7.2,25,INJURY
Nketiah,Crystal Palace,FWD,5.4,23,OK
Mayenda,Sunderland,FWD,5.2,20,OK
Kolo Muani,Spurs,FWD,6.9,19,OK
Osula,Newcastle,FWD,5.4,18,INJURY
Muniz,Fulham,FWD,5.3,17,INJURY
Tzimas,Brighton,FWD,5.2,16,INJURY
Delap,Chelsea,FWD,6.2,14,INJURY
Kostoulas,Brighton,FWD,4.8,13,OK
Marc Guiu,Chelsea,FWD,4.3,12,OK
Füllkrug,West Ham,FWD,5.6,12,OK
Enes Ünal,Bournemouth,FWD,5.4,11,OK
Uche,Crystal Palace,FWD,5.5,10,INJURY
Piroe,Leeds,FWD,4.9,10,INJURY
Mané,Wolves,FWD,4.5,9,OK
Kalimuendo,Nott'm Forest,FWD,6.0,8,OK
G.Jesus,Arsenal,FWD,6.4,7,INJURY
Awoniyi,Nott'm Forest,FWD,5.2,5,INJURY
Kusi-Asare,Fulham,FWD,4.5,3,INJURY
Wissa,Newcastle,FWD,7.3,3,OK
Solanke,Spurs,FWD,7.2,2,INJURY
Marshall,West Ham,FWD,4.3,2,INJURY
Havertz,Arsenal,FWD,7.3,1,OK
Barnes,Burnley,FWD,4.3,1,INJURY
Amdouni,Burnley,FWD,4.8,0,INJURY
Morgan,Brentford,FWD,4.4,0,INJURY
Marsh,Crystal Palace,FWD,4.5,0,INJURY
Graham,Man City,FWD,4.5,0,OK
Gray,Leeds,FWD,4.5,0,INJURY
Danns,Liverpool,FWD,4.3,0,INJURY
Obi,Man Utd,FWD,4.2,0,INJURY
