Surname,Team,Position,Price,TP,Status,PPM
Roefs,Sunderland,GKP,4.8,90,OK,18.75
Pickford,Everton,GKP,5.5,86,OK,15.64
Raya,Arsenal,GKP,6.0,79,OK,13.17
Sánchez,Chelsea,GKP,4.9,72,OK,14.69
Vicario,Spurs,GKP,4.8,72,OK,15.0
Henderson,Crystal Palace,GKP,5.1,70,OK,13.73
Kelleher,Brentford,GKP,4.5,66,OK,14.67
Donnarumma,Man City,GKP,5.7,66,OK,11.58
Martinez,Aston Villa,GKP,5.0,60,OK,12.0
Leno,Fulham,GKP,4.9,60,OK,12.24
Dúbravka,Burnley,GKP,4.0,59,OK,14.75
Verbruggen,Brighton,GKP,4.5,58,OK,12.89
Pope,Newcastle,GKP,5.1,57,OK,11.18
Petrović,Bournemouth,GKP,4.5,55,OK,12.22
A.Becker,Liverpool,GKP,5.4,51,OK,9.44
Perri,Leeds,GKP,4.5,40,OK,8.89
Sels,Nott'm Forest,GKP,4.6,40,OK,8.7
Areola,West Ham,GKP,4.3,40,OK,9.3
Lammens,Man Utd,GKP,5.0,38,OK,7.6
Johnstone,Wolves,GKP,4.4,21,OK,4.77
Mamardashvili,Liverpool,GKP,4.2,19,OK,4.52
José Sá,Wolves,GKP,4.2,12,OK,2.86
Trafford,Man City,GKP,4.5,11,OK,2.44
Bayindir,Man Utd,GKP,4.8,11,OK,2.29
Ramsdale,Newcastle,GKP,4.8,11,OK,2.29
Darlow,Leeds,GKP,3.9,10,OK,2.56
John,Nott'm Forest,GKP,4.0,10,OK,2.5
M.Bizot,Aston Villa,GKP,4.2,9,OK,2.14
Hermansen,West Ham,GKP,4.3,9,OK,2.09
Jörgensen,Chelsea,GKP,4.3,1,OK,0.23
Guéhi,Crystal Palace,DEF,5.3,97,OK,18.3
J.Timber,Arsenal,DEF,6.4,95,OK,14.84
Chalobah,Chelsea,DEF,5.6,94,OK,16.79
Tarkowski,Everton,DEF,5.6,94,OK,16.79
Keane,Everton,DEF,4.8,91,OK,18.96
Matheus N.,Man City,DEF,5.4,91,OK,16.85
Rúben,Man City,DEF,5.7,90,OK,15.79
Lacroix,Crystal Palace,DEF,5.2,87,OK,16.73
Mukiele,Sunderland,DEF,4.3,85,OK,19.77
Van de Ven,Spurs,DEF,4.5,82,OK,18.22
Senesi,Bournemouth,DEF,4.8,81,OK,16.88
James,Chelsea,DEF,5.7,81,OK,14.21
Mitchell,Crystal Palace,DEF,5.0,77,OK,15.4
Cash,Aston Villa,DEF,4.8,76,OK,15.83
Gvardiol,Man City,DEF,6.1,76,OK,12.46
O'Reilly,Man City,DEF,5.3,76,OK,14.34
Ballard,Sunderland,DEF,4.6,75,OK,16.3
Cucurella,Chelsea,DEF,6.1,72,DOUBT,11.8
Virgil,Liverpool,DEF,5.9,72,OK,12.2
Andersen,Fulham,DEF,4.6,71,OK,15.43
Konaté,Liverpool,DEF,5.4,71,OK,13.15
Pedro Porro,Spurs,DEF,5.2,70,OK,13.46
Van Hecke,Brighton,DEF,4.5,69,OK,15.33
Gusto,Chelsea,DEF,5.0,69,OK,13.8
Romero,Spurs,DEF,5.0,68,OK,13.6
Collins,Brentford,DEF,4.9,66,OK,13.47
Truffert,Bournemouth,DEF,4.5,65,OK,14.44
Tete,Fulham,DEF,4.5,65,OK,14.44
Hume,Sunderland,DEF,4.5,63,OK,14.0
Dalot,Man Utd,DEF,4.4,62,OK,14.09
Lewis-Potter,Brentford,DEF,4.9,59,OK,12.04
Thiaw,Newcastle,DEF,5.0,59,OK,11.8
Digne,Aston Villa,DEF,4.5,54,OK,12.0
Mykolenko,Everton,DEF,4.9,54,OK,11.02
N.Williams,Nott'm Forest,DEF,4.7,54,OK,11.49
Saliba,Arsenal,DEF,5.9,53,OK,8.98
Konsa,Aston Villa,DEF,4.4,53,OK,12.05
Van den Berg,Brentford,DEF,4.5,52,OK,11.56
Spence,Spurs,DEF,4.3,51,OK,11.86
Struijk,Leeds,DEF,4.3,48,OK,11.16
De Cuyper,Brighton,DEF,4.3,47,OK,10.93
Gudmundsson,Leeds,DEF,3.8,47,OK,12.37
Livramento,Newcastle,DEF,4.9,47,DOUBT,9.59
Milenković,Fulham,DEF,5.1,47,DOUBT,9.22
Hartman,Burnley,DEF,4.0,46,OK,11.5
F.Kadıoğlu,Brighton,DEF,4.4,45,OK,10.23
Bogle,Leeds,DEF,4.4,45,OK,10.23
Dorgu,Man Utd,DEF,4.2,45,OK,10.71
Shaw,Man Utd,DEF,4.5,44,OK,9.78
Diouf,West Ham,DEF,4.0,44,OK,11.0
Semenyo,Bournemouth,MID,7.7,113,OK,14.68
B.Fernandes,Man Utd,MID,9.1,102,OK,11.21
Foden,Man City,MID,8.9,96,OK,10.79
Rogers,Aston Villa,MID,7.5,93,OK,12.4
Bruno G.,Newcastle,MID,7.0,86,OK,12.29
Saka,Arsenal,MID,10.3,91,DOUBT,8.83
Gravenberch,Liverpool,MID,5.7,89,OK,15.61
Wilson,Fulham,MID,5.8,87,OK,15.0
Garner,Everton,MID,5.1,85,OK,16.67
Xhaka,Sunderland,MID,5.2,82,OK,15.77
