Surname,Team,Position,Price,TP,Status
Gabriel,Arsenal,DEF,6.5,97,INJURY
Guéhi,Crystal Palace,DEF,5.3,97,OK
J.Timber,Arsenal,DEF,6.4,95,OK
Chalobah,Chelsea,DEF,5.6,94,OK
Tarkowski,Everton,DEF,5.6,94,OK
Keane,Everton,DEF,4.8,91,OK
Matheus N.,Man City,DEF,5.4,91,OK
Rúben,Man City,DEF,5.7,90,OK
Muñoz,Crystal Palace,DEF,5.8,89,INJURY
Lacroix,Crystal Palace,DEF,5.2,87,OK
Mukiele,Sunderland,DEF,4.3,85,OK
Van de Ven,Spurs,DEF,4.5,82,OK
Senesi,Bournemouth,DEF,4.8,81,OK
James,Chelsea,DEF,5.7,81,OK
Calafiori,Arsenal,DEF,5.7,77,INJURY
Mitchell,Crystal Palace,DEF,5.0,77,OK
Cash,Aston Villa,DEF,4.8,76,OK
Gvardiol,Man City,DEF,6.1,76,OK
O'Reilly,Man City,DEF,5.3,76,OK
Richards,Crystal Palace,DEF,4.5,75,INJURY
Ballard,Sunderland,DEF,4.6,75,OK
Alderete,Sunderland,DEF,4.1,75,INJURY
Cucurella,Chelsea,DEF,6.1,72,DOUBT
Virgil,Liverpool,DEF,5.9,72,OK
Andersen,Fulham,DEF,4.6,71,OK
Konaté,Liverpool,DEF,5.4,71,OK
Pedro Porro,Spurs,DEF,5.2,70,OK
Van Hecke,Brighton,DEF,4.5,69,OK
Gusto,Chelsea,DEF,5.0,69,OK
Romero,Spurs,DEF,5.0,68,OK
Burn,Newcastle,DEF,5.0,67,INJURY
Collins,Brentford,DEF,4.9,66,OK
Truffert,Bournemouth,DEF,4.5,65,OK
O'Brien,Everton,DEF,4.9,65,INJURY
Tete,Fulham,DEF,4.5,65,OK
Hume,Sunderland,DEF,4.5,63,OK
Dalot,Man Utd,DEF,4.4,62,OK
Lewis-Potter,Brentford,DEF,4.9,59,OK
Thiaw,Newcastle,DEF,5.0,59,OK
Kayode,Brentford,DEF,4.5,57,INJURY
Rodon,Leeds,DEF,3.9,57,INJURY
Bassey,Fulham,DEF,4.4,55,INJURY
Digne,Aston Villa,DEF,4.5,54,OK
Mykolenko,Everton,DEF,4.9,54,OK
N.Williams,Nott'm Forest,DEF,4.7,54,OK
Saliba,Arsenal,DEF,5.9,53,OK
Konsa,Aston Villa,DEF,4.4,53,OK
Van den Berg,Brentford,DEF,4.5,52,OK
Spence,Spurs,DEF,4.3,51,OK
Struijk,Leeds,DEF,4.3,48,OK
De Cuyper,Brighton,DEF,4.3,47,OK
Gudmundsson,Leeds,DEF,3.8,47,OK
Livramento,Newcastle,DEF,4.9,47,DOUBT
Milenković,Fulham,DEF,5.1,47,DOUBT
Hartman,Burnley,DEF,4.0,46,OK
F.Kadıoğlu,Brighton,DEF,4.4,45,OK
Bogle,Leeds,DEF,4.4,45,OK
Dorgu,Man Utd,DEF,4.2,45,OK
Shaw,Man Utd,DEF,4.5,44,OK
Diouf,West Ham,DEF,4.0,44,OK
