Surname,Team,Position,Price,TP,Status
Semenyo,Bournemouth,MID,7.4,113,OK
Rice,Arsenal,MID,6.9,119,OK
B.Fernandes,Man Utd,MID,9.1,99,DOUBT
Foden,Man City,MID,8.2,98,OK
Rogers,Aston Villa,MID,7.5,96,OK
Bruno G.,Newcastle,MID,6.8,86,OK
Saka,Arsenal,MID,10.2,95,OK
Wilson,Fulham,MID,5.8,93,OK
Enzo,Chelsea,MID,6.4,91,OK
Gravenberch,Liverpool,MID,5.7,91,OK
Garner,Everton,MID,5.1,89,OK
Xhaka,Sunderland,MID,5.2,86,OK
Stach,Leeds,MID,4.9,85,OK
Neto,Chelsea,MID,7.2,83,OK
Casemiro,Man Utd,MID,5.5,83,OK
Tavernier,Bournemouth,MID,5.6,81,OK
Anderson,Nott'm Forest,MID,5.3,80,OK
Schade,Brentford,MID,7.1,79,OK
Minteh,Brighton,MID,6.0,79,DOUBT
Trossard,Arsenal,MID,7.0,78,DOUBT
Grealish,Everton,MID,6.5,77,OK
Reijnders,Man City,MID,5.2,76,INJURY
Dewsbury-Hall,Everton,MID,5.0,75,INJURY
Cherki,Man City,MID,6.8,75,INJURY
Kudus,Spurs,MID,6.4,75,INJURY
Mbeumo,Man Utd,MID,8.1,74,INJURY
Ndiaye,Everton,MID,6.2,74,INJURY
Gakpo,Liverpool,MID,7.3,73,INJURY
Zubimendi,Arsenal,MID,5.2,73,INJURY
Gibbs-White,Nott'm Forest,MID,7.3,72,OK
E Le Fee,Sunderland,MID,4.9,71,OK
Cullen,Burnley,MID,5.0,70,INJURY
Aaronson,Leeds,MID,5.4,70,INJURY
J.Palhinha,Spurs,MID,5.5,69,OK
Wirtz,Liverpool,MID,8.2,68,OK
Szoboszlai,Liverpool,MID,6.6,68,OK
McGinn,Aston Villa,MID,5.4,67,OK
L.Paquetá,West Ham,MID,5.9,67,INJURY
Eze,Arsenal,MID,7.4,66,OK
Caicedo,Chelsea,MID,5.7,65,INJURY
O.Dango,Brentford,MID,5.8,64,INJURY
M.Salah,Liverpool,MID,14.0,64,INJURY
Cunha,Man City,MID,8.2,64,OK
Anthony,Burnley,MID,5.1,63,OK
Wharton,Crystal Palace,MID,5.0,63,INJURY
Bentancur,Spurs,MID,5.3,62,OK
Ayari,Brighton,MID,4.8,61,OK
Doku,Man City,MID,6.4,61,OK
M.Fernandes,West Ham,MID,5.5,59,OK
Merino,Arsenal,MID,5.7,58,INJURY
Kamara,Aston Villa,MID,4.9,58,OK
Scott,Bournemouth,MID,5.0,58,INJURY
Georginio,Brighton,MID,5.6,58,OK
Wieffer,Brighton,MID,4.9,58,INJURY
Ampadu,Leeds,MID,4.9,58,INJURY
Buendía,Aston Villa,MID,5.3,57,INJURY
Ugochukwu,Burnley,MID,5.0,57,OK
Henderson,Brentford,MID,5.0,57,OK
Yarmoliuk,Brentford,MID,5.0,57,OK
Iwobi,Fulham,MID,6.3,56,INJURY
